bank_receipt_id,bank_account_id,bank_date,receipt_amount,currency,fx_rate_to_usd,legal_entity,bank_reference,source_bank_file,matched_status,created_at
BR-000382,BANK-ACM-01,2026-02-17,4664.02,GBP,1.27,Acme UK Ltd,WIRE586570,bank_2026-02.csv,matched,2026-02-17
BR-000383,BANK-ACM-01,2026-04-09,3494.9,GBP,1.27,Acme UK Ltd,WIRE862344,bank_2026-04.csv,matched,2026-04-09
BR-000384,BANK-ACM-01,2026-04-13,5151.98,GBP,1.27,Acme UK Ltd,WIRE268473,bank_2026-04.csv,matched,2026-04-13
BR-000385,BANK-ACM-01,2026-05-31,3569.98,GBP,1.27,Acme UK Ltd,WIRE824833,bank_2026-05.csv,matched,2026-05-31
BR-000386,BANK-ACM-01,2025-12-21,288500.0,MXN,0.058,Acme Mexico SA,WIRE589337,bank_2025-12.csv,matched,2025-12-21
BR-000387,BANK-ACM-01,2026-03-11,288500.0,MXN,0.058,Acme Mexico SA,WIRE214835,bank_2026-03.csv,matched,2026-03-11
BR-000388,BANK-ACM-01,2026-05-31,288500.0,MXN,0.058,Acme Mexico SA,WIRE598195,bank_2026-05.csv,matched,2026-05-31
BR-000389,BANK-ACM-01,2026-01-28,20500.0,USD,1.0,Acme US Inc,WIRE616106,bank_2026-01.csv,matched,2026-01-28
BR-000390,BANK-ACM-01,2025-08-26,35800.0,USD,1.0,Acme US Inc,WIRE650510,bank_2025-08.csv,matched,2025-08-26
BR-000391,BANK-ACM-01,2025-12-24,35800.0,USD,1.0,Acme US Inc,WIRE603007,bank_2025-12.csv,matched,2025-12-24
BR-000392,BANK-ACM-01,2026-03-06,35800.0,USD,1.0,Acme US Inc,WIRE813722,bank_2026-03.csv,matched,2026-03-06
BR-000393,BANK-ACM-01,2026-05-20,35800.0,USD,1.0,Acme US Inc,WIRE368838,bank_2026-05.csv,matched,2026-05-20
BR-000394,BANK-ACM-01,2025-05-08,3400.0,USD,1.0,Acme US Inc,WIRE612783,bank_2025-05.csv,matched,2025-05-08
BR-000395,BANK-ACM-01,2025-08-11,120752500.01,ARS,0.0011,Acme Argentina SA,WIRE337872,bank_2025-08.csv,matched,2025-08-11
BR-000396,BANK-ACM-01,2025-10-05,120752500.01,ARS,0.0011,Acme Argentina SA,WIRE582089,bank_2025-10.csv,matched,2025-10-05
BR-000397,BANK-ACM-01,2025-11-13,120752500.01,ARS,0.0011,Acme Argentina SA,WIRE629705,bank_2025-11.csv,matched,2025-11-13
BR-000398,BANK-ACM-01,2025-11-09,120752500.01,ARS,0.0011,Acme Argentina SA,WIRE421282,bank_2025-11.csv,matched,2025-11-09
BR-000399,BANK-ACM-01,2026-01-13,110371995.27,ARS,0.0011,Acme Argentina SA,WIRE560449,bank_2026-01.csv,matched,2026-01-13
BR-000400,BANK-ACM-01,2026-01-18,120752500.01,ARS,0.0011,Acme Argentina SA,WIRE257020,bank_2026-01.csv,matched,2026-01-18
BR-000401,BANK-ACM-01,2026-02-26,120752500.01,ARS,0.0011,Acme Argentina SA,WIRE643259,bank_2026-02.csv,matched,2026-02-26
BR-000402,BANK-ACM-01,2026-04-08,120752500.01,ARS,0.0011,Acme Argentina SA,WIRE988304,bank_2026-04.csv,matched,2026-04-08
BR-000403,BANK-ACM-01,2026-04-17,120752500.01,ARS,0.0011,Acme Argentina SA,WIRE562573,bank_2026-04.csv,matched,2026-04-17
BR-000404,BANK-ACM-01,2026-05-31,120752500.01,ARS,0.0011,Acme Argentina SA,WIRE898970,bank_2026-05.csv,matched,2026-05-31
BR-000405,BANK-ACM-01,2026-02-21,602.81,USD,1.0,Acme US Inc,WIRE211511,bank_2026-02.csv,matched,2026-02-21
BR-000406,BANK-ACM-01,2025-12-10,1111.12,EUR,1.08,Acme EU GmbH,WIRE395075,bank_2025-12.csv,matched,2025-12-10
BR-000407,BANK-ACM-01,2026-02-09,1111.12,EUR,1.08,Acme EU GmbH,WIRE461068,bank_2026-02.csv,matched,2026-02-09
BR-000408,BANK-ACM-01,2026-03-16,1111.12,EUR,1.08,Acme EU GmbH,WIRE197487,bank_2026-03.csv,matched,2026-03-16
BR-000409,BANK-ACM-01,2026-04-25,1111.12,EUR,1.08,Acme EU GmbH,WIRE667545,bank_2026-04.csv,matched,2026-04-25
BR-000410,BANK-ACM-01,2025-11-07,64000.0,USD,1.0,Acme US Inc,WIRE494016,bank_2025-11.csv,matched,2025-11-07
BR-000411,BANK-ACM-01,2025-07-31,45483.75,BRL,0.2,Acme Brasil Ltda,WIRE603098,bank_2025-07.csv,matched,2025-07-31
BR-000412,BANK-ACM-01,2025-11-07,45483.75,BRL,0.2,Acme Brasil Ltda,WIRE475193,bank_2025-11.csv,matched,2025-11-07
BR-000413,BANK-ACM-01,2026-05-12,41295.89,BRL,0.2,Acme Brasil Ltda,WIRE555376,bank_2026-05.csv,matched,2026-05-12
BR-000414,BANK-ACM-01,2026-04-06,198387.05,BRL,0.2,Acme Brasil Ltda,WIRE207606,bank_2026-04.csv,matched,2026-04-06
BR-000415,BANK-ACM-01,2026-05-05,3496545.0,BRL,0.2,Acme Brasil Ltda,WIRE233828,bank_2026-05.csv,matched,2026-05-05
BR-000416,BANK-ACM-01,2025-06-01,12011805.0,BRL,0.2,Acme Brasil Ltda,WIRE321051,bank_2025-06.csv,matched,2025-06-01
BR-000417,BANK-ACM-01,2026-05-31,1916.66,EUR,1.08,Acme EU GmbH,WIRE375059,bank_2026-05.csv,matched,2026-05-31
BR-000418,BANK-ACM-01,2026-05-31,78778.86,USD,1.0,Acme US Inc,WIRE462536,bank_2026-05.csv,matched,2026-05-31
BR-000419,BANK-ACM-01,2026-05-31,6900.0,USD,1.0,Acme US Inc,WIRE509906,bank_2026-05.csv,matched,2026-05-31
BR-000420,BANK-ACM-01,2025-12-24,13117.39,USD,1.0,Acme US Inc,WIRE750061,bank_2025-12.csv,matched,2025-12-24
BR-000421,BANK-ACM-01,2025-10-22,599.62,USD,1.0,Acme US Inc,WIRE451017,bank_2025-10.csv,matched,2025-10-22
