payment_id,customer_id,payment_date,payment_amount,currency,payment_method,bank_receipt_id,remittance_reference,payer_name,payment_status,created_at
PMT-000444,CUST-0080,2026-03-02,29088.06,USD,ACH,BR-000444,INV-000547,Tideline Holdings,received,2026-03-02
PMT-000445,CUST-0080,2026-03-05,28755.62,USD,ACH,BR-000445,INV-000548,Tideline Holdings,received,2026-03-05
PMT-000446,CUST-0080,2026-04-30,20185.61,USD,Wire,BR-000446,INV-000549,Tideline Holdings,received,2026-04-30
PMT-000447,CUST-0080,2026-06-30,17121.97,USD,Wire,BR-000447,INV-000551,Tideline Holdings,received,2026-06-30
PMT-000448,CUST-0080,2026-06-30,19764.81,USD,ACH,BR-000448,INV-000552,Tideline Holdings,received,2026-06-30
PMT-000449,CUST-0081,2025-09-06,900.0,USD,Wire,BR-000449,INV-000554,Northwind Media,received,2025-09-06
PMT-000450,CUST-0081,2025-09-28,900.0,USD,Card,BR-000450,INV-000555,Northwind Media,received,2025-09-28
PMT-000451,CUST-0081,2025-11-22,900.0,USD,ACH,BR-000451,INV-000556,Northwind Media,received,2025-11-22
PMT-000452,CUST-0081,2025-10-06,5100.0,USD,Wire,BR-000452,INV-000557,Northwind Media,received,2025-10-06
PMT-000453,CUST-0082,2026-04-07,38500.0,USD,ACH,BR-000453,INV-000558,Summit Networks,received,2026-04-07
PMT-000454,CUST-0082,2025-09-26,12283.18,USD,Wire,BR-000454,INV-000559,Summit Networks,received,2025-09-26
PMT-000455,CUST-0082,2025-10-19,11290.61,USD,Wire,BR-000455,INV-000560,Summit Networks,received,2025-10-19
PMT-000456,CUST-0082,2025-12-11,10447.28,USD,ACH,BR-000456,INV-000562,Summit Networks,received,2025-12-11
PMT-000457,CUST-0082,2026-01-28,14937.37,USD,ACH,BR-000457,INV-000563,Summit Networks,received,2026-01-28
PMT-000458,CUST-0082,2026-02-14,12787.36,USD,ACH,BR-000458,INV-000564,Summit Networks,received,2026-02-14
PMT-000459,CUST-0082,2026-04-08,15438.55,USD,Wire,BR-000459,INV-000566,Summit Networks,received,2026-04-08
PMT-000460,CUST-0082,2026-05-15,13533.82,USD,Wire,BR-000460,INV-000567,Summit Networks,received,2026-05-15
PMT-000461,CUST-0082,2026-06-23,13218.22,USD,Check,BR-000461,INV-000569,Summit Networks,received,2026-06-23
PMT-000462,CUST-0082,2026-06-30,10930.0,USD,ACH,BR-000462,INV-000570,Summit Networks,received,2026-06-30
PMT-000463,CUST-0083,2026-02-08,11555.56,EUR,Wire,BR-000463,INV-000571,Lumen Labs,received,2026-02-08
PMT-000464,CUST-0084,2026-02-10,7275.0,USD,Card,BR-000464,INV-000572,Pioneer Retail,received,2026-02-10
PMT-000465,CUST-0084,2026-05-15,7275.0,USD,ACH,BR-000465,INV-000573,Pioneer Retail,received,2026-05-15
PMT-000466,CUST-0084,2025-08-26,5506.18,USD,Wire,BR-000466,INV-000575,Pioneer Retail,received,2025-08-26
PMT-000467,CUST-0084,2025-12-22,5844.76,USD,Check,BR-000467,INV-000576,Pioneer Retail,received,2025-12-22
PMT-000468,CUST-0084,2026-03-16,4417.18,USD,Wire,BR-000468,INV-000577,Pioneer Retail,received,2026-03-16
PMT-000469,CUST-0084,2026-06-10,5257.35,USD,Check,BR-000469,INV-000578,Pioneer Retail,received,2026-06-10
PMT-000470,CUST-0084,2025-06-14,7600.0,USD,Wire,BR-000470,INV-000579,Pioneer Retail,received,2025-06-14
PMT-000471,CUST-0085,2026-06-30,462366.67,USD,ACH,BR-000471,INV-000580,Solstice Energy,received,2026-06-30
PMT-000472,CUST-0085,2026-06-30,462366.67,USD,ACH,BR-000472,INV-000581,Solstice Energy,received,2026-06-30
PMT-000473,CUST-0086,2025-10-25,6925.0,USD,Check,BR-000473,INV-000582,Ironclad Studios,received,2025-10-25
PMT-000474,CUST-0086,2025-12-06,6925.0,USD,Card,BR-000474,INV-000583,Ironclad Studios,received,2025-12-06
PMT-000475,CUST-0086,2025-12-12,6925.0,USD,Wire,BR-000475,INV-000584,Ironclad Studios,received,2025-12-12
PMT-000476,CUST-0086,2026-02-17,6925.0,USD,Check,BR-000476,INV-000585,Ironclad Studios,received,2026-02-17
PMT-000477,CUST-0086,2026-02-23,6925.0,USD,ACH,BR-000477,INV-000586,Ironclad Studios,received,2026-02-23
PMT-000478,CUST-0086,2026-05-03,6925.0,USD,ACH,BR-000478,INV-000588,Ironclad Studios,received,2026-05-03
PMT-000479,CUST-0086,2026-05-31,6925.0,USD,Wire,BR-000479,INV-000589,Ironclad Studios,received,2026-05-31
PMT-000480,CUST-0086,2026-06-30,6925.0,USD,Check,BR-000480,INV-000590,Ironclad Studios,received,2026-06-30
PMT-000481,CUST-0087,2026-06-28,29433.33,USD,Card,BR-000481,INV-000592,Orchard Technologies,received,2026-06-28
PMT-000482,CUST-0087,2026-05-19,11042.36,USD,Wire,BR-000482,INV-000595,Orchard Technologies,received,2026-05-19
PMT-000483,CUST-0088,2025-06-13,1058.35,USD,Check,BR-000483,INV-000597,Sterling Capital,received,2025-06-13
PMT-000484,CUST-0088,2025-06-11,852.69,USD,Check,BR-000484,INV-000598,Sterling Capital,received,2025-06-11
PMT-000485,CUST-0088,2025-07-25,948.99,USD,Wire,BR-000485,INV-000599,Sterling Capital,received,2025-07-25
PMT-000486,CUST-0088,2025-08-27,1249.9,USD,ACH,BR-000486,INV-000600,Sterling Capital,received,2025-08-27
PMT-000487,CUST-0088,2025-10-18,1246.54,USD,Wire,BR-000487,INV-000601,Sterling Capital,received,2025-10-18
PMT-000488,CUST-0088,2025-11-22,972.43,USD,Wire,BR-000488,INV-000603,Sterling Capital,received,2025-11-22
PMT-000489,CUST-0088,2025-12-12,1094.15,USD,Card,BR-000489,INV-000604,Sterling Capital,received,2025-12-12
PMT-000490,CUST-0088,2026-01-26,1063.28,USD,Wire,BR-000490,INV-000605,Sterling Capital,received,2026-01-26
PMT-000491,CUST-0088,2026-03-07,805.3,USD,Wire,BR-000491,INV-000606,Sterling Capital,received,2026-03-07
PMT-000492,CUST-0088,2026-04-22,973.02,USD,Wire,BR-000492,INV-000607,Sterling Capital,received,2026-04-22
PMT-000493,CUST-0088,2026-04-14,976.48,USD,Wire,BR-000493,INV-000608,Sterling Capital,received,2026-04-14
PMT-000494,CUST-0088,2026-06-07,1270.86,USD,ACH,BR-000494,INV-000609,Sterling Capital,received,2026-06-07
PMT-000495,CUST-0088,2026-06-17,1147.72,USD,Wire,BR-000495,INV-000610,Sterling Capital,received,2026-06-17
PMT-000496,CUST-0088,2026-06-30,753.3,USD,ACH,BR-000496,INV-000611,Sterling Capital,received,2026-06-30
PMT-000497,CUST-0088,2025-10-17,11467.05,USD,Card,BR-000497,INV-000613,Sterling Capital,received,2025-10-17
PMT-000498,CUST-0089,2026-06-30,6956.03,EUR,ACH,BR-000498,INV-000614,Tideline Analytics,received,2026-06-30
PMT-000499,CUST-0089,2025-09-08,6501.37,EUR,ACH,BR-000499,INV-000616,Tideline Analytics,received,2025-09-08
PMT-000500,CUST-0089,2025-09-06,6568.14,EUR,Wire,BR-000500,INV-000617,Tideline Analytics,received,2025-09-06
PMT-000501,CUST-0089,2025-10-25,5577.8,EUR,ACH,BR-000501,INV-000618,Tideline Analytics,received,2025-10-25
PMT-000502,CUST-0089,2025-12-16,9782.51,EUR,Wire,BR-000502,INV-000620,Tideline Analytics,received,2025-12-16
PMT-000503,CUST-0089,2025-12-27,5825.5,EUR,Wire,BR-000503,INV-000621,Tideline Analytics,received,2025-12-27
PMT-000504,CUST-0089,2026-02-13,9176.09,EUR,Wire,BR-000504,INV-000622,Tideline Analytics,received,2026-02-13
PMT-000505,CUST-0089,2026-03-22,5462.68,EUR,ACH,BR-000505,INV-000623,Tideline Analytics,received,2026-03-22
PMT-000506,CUST-0089,2026-04-10,9455.66,EUR,ACH,BR-000506,INV-000624,Tideline Analytics,received,2026-04-10
PMT-000507,CUST-0089,2026-04-30,8888.98,EUR,Wire,BR-000507,INV-000625,Tideline Analytics,received,2026-04-30
PMT-000508,CUST-0089,2026-06-23,6448.9,EUR,ACH,BR-000508,INV-000626,Tideline Analytics,received,2026-06-23
PMT-000509,CUST-0089,2026-06-30,9663.77,EUR,ACH,BR-000509,INV-000627,Tideline Analytics,received,2026-06-30
PMT-000510,CUST-0090,2025-06-13,72000.0,USD,Wire,BR-000510,INV-000629,Northwind Systems,received,2025-06-13
PMT-000511,CUST-0090,2025-08-21,29137.48,USD,Wire,BR-000511,INV-000630,Northwind Systems,received,2025-08-21
PMT-000512,CUST-0090,2025-10-30,21728.37,USD,Wire,BR-000512,INV-000631,Northwind Systems,received,2025-10-30
PMT-000513,CUST-0090,2026-02-01,26403.86,USD,Wire,BR-000513,INV-000632,Northwind Systems,received,2026-02-01
PMT-000514,CUST-0090,2026-04-20,31111.5,USD,ACH,BR-000514,INV-000633,Northwind Systems,received,2026-04-20
PMT-000515,CUST-0090,2026-06-30,50600.0,USD,Wire,BR-000515,INV-000635,Northwind Systems,received,2026-06-30
PMT-000516,CUST-0090,2025-12-21,10183.33,USD,Wire,BR-000516,INV-000636,Northwind Systems,received,2025-12-21
PMT-000517,CUST-0090,2026-01-16,10183.33,USD,ACH,BR-000517,INV-000637,Northwind Systems,received,2026-01-16
PMT-000518,CUST-0090,2026-03-16,10183.33,USD,Wire,BR-000518,INV-000638,Northwind Systems,received,2026-03-16
PMT-000519,CUST-0090,2026-03-14,10183.33,USD,Wire,BR-000519,INV-000639,Northwind Systems,received,2026-03-14
PMT-000520,CUST-0090,2026-04-12,10183.33,USD,Wire,BR-000520,INV-000640,Northwind Systems,received,2026-04-12
PMT-000521,CUST-0090,2026-06-15,10183.33,USD,Wire,BR-000521,INV-000641,Northwind Systems,received,2026-06-15
PMT-000522,CUST-0090,2026-06-20,10183.33,USD,ACH,BR-000522,INV-000642,Northwind Systems,received,2026-06-20
PMT-000523,CUST-0090,2026-02-22,36487.73,USD,Wire,BR-000523,INV-000645,Northwind Systems,received,2026-02-22
PMT-000524,CUST-0090,2026-04-22,55439.11,USD,ACH,BR-000524,INV-000646,Northwind Systems,received,2026-04-22
PMT-000525,CUST-0091,2026-06-30,5633.9,USD,Card,BR-000525,INV-000648,Summit Logistics,received,2026-06-30
PMT-000526,CUST-0092,2025-11-13,12111.11,EUR,ACH,BR-000526,INV-000651,Lumen Foods,received,2025-11-13
PMT-000527,CUST-0093,2025-11-05,57900.0,USD,Card,BR-000527,INV-000652,Pioneer Mobility,received,2025-11-05
PMT-000528,CUST-0093,2026-06-30,7633.47,USD,ACH,BR-000528,INV-000654,Pioneer Mobility,received,2026-06-30
PMT-000529,CUST-0093,2025-09-05,29675.0,USD,Wire,BR-000529,INV-000656,Pioneer Mobility,received,2025-09-05
PMT-000530,CUST-0093,2025-11-06,29675.0,USD,ACH,BR-000530,INV-000657,Pioneer Mobility,received,2025-11-06
PMT-000531,CUST-0093,2026-01-23,29675.0,USD,Card,BR-000531,INV-000658,Pioneer Mobility,received,2026-01-23
PMT-000532,CUST-0093,2026-04-28,29675.0,USD,Card,BR-000532,INV-000659,Pioneer Mobility,received,2026-04-28
PMT-000533,CUST-0094,2026-06-30,26362.21,GBP,Check,BR-000533,INV-000661,Solstice Group,received,2026-06-30
PMT-000534,CUST-0096,2025-11-03,9333.33,USD,ACH,BR-000534,INV-000662,Orchard Robotics,received,2025-11-03
PMT-000535,CUST-0096,2025-11-23,9333.33,USD,ACH,BR-000535,INV-000663,Orchard Robotics,received,2025-11-23
PMT-000536,CUST-0096,2025-11-30,9333.33,USD,Wire,BR-000536,INV-000664,Orchard Robotics,received,2025-11-30
PMT-000537,CUST-0096,2026-01-25,9333.33,USD,Wire,BR-000537,INV-000665,Orchard Robotics,received,2026-01-25
PMT-000538,CUST-0096,2026-02-07,9333.33,USD,Check,BR-000538,INV-000666,Orchard Robotics,received,2026-02-07
PMT-000539,CUST-0096,2026-03-26,6852.48,USD,Wire,BR-000539,INV-000667,Orchard Robotics,received,2026-03-26
PMT-000540,CUST-0096,2026-04-14,9333.33,USD,ACH,BR-000540,INV-000668,Orchard Robotics,received,2026-04-14
PMT-000541,CUST-0096,2026-05-11,9333.33,USD,Wire,BR-000541,INV-000669,Orchard Robotics,received,2026-05-11
PMT-000542,CUST-0096,2026-06-18,9333.33,USD,Wire,BR-000542,INV-000670,Orchard Robotics,received,2026-06-18
PMT-000543,CUST-0096,2026-06-30,9333.33,USD,Wire,BR-000543,INV-000671,Orchard Robotics,received,2026-06-30
PMT-000544,CUST-0097,2025-11-30,145283.33,USD,ACH,BR-000544,INV-000675,Sterling Ventures,received,2025-11-30
PMT-000545,CUST-0097,2026-01-05,145283.33,USD,ACH,BR-000545,INV-000676,Sterling Ventures,received,2026-01-05
PMT-000546,CUST-0097,2026-01-02,145283.33,USD,Wire,BR-000546,INV-000677,Sterling Ventures,received,2026-01-02
PMT-000547,CUST-0097,2026-02-01,145283.33,USD,ACH,BR-000547,INV-000678,Sterling Ventures,received,2026-02-01
PMT-000548,CUST-0097,2026-02-27,145283.33,USD,Wire,BR-000548,INV-000679,Sterling Ventures,received,2026-02-27
PMT-000549,CUST-0097,2026-04-22,145283.33,USD,Wire,BR-000549,INV-000680,Sterling Ventures,received,2026-04-22
PMT-000550,CUST-0097,2026-05-22,145283.33,USD,Wire,BR-000550,INV-000681,Sterling Ventures,received,2026-05-22
PMT-000551,CUST-0097,2026-06-06,145283.33,USD,Card,BR-000551,INV-000682,Sterling Ventures,received,2026-06-06
PMT-000552,CUST-0097,2026-06-30,145283.33,USD,Check,BR-000552,INV-000683,Sterling Ventures,received,2026-06-30
PMT-000553,CUST-0097,2025-05-04,169327.73,USD,ACH,BR-000553,INV-000685,Sterling Ventures,received,2025-05-04
PMT-000554,CUST-0097,2025-07-09,249450.0,USD,ACH,BR-000554,INV-000686,Sterling Ventures,received,2025-07-09
PMT-000555,CUST-0097,2025-11-15,755700.0,USD,Wire,BR-000555,INV-000687,Sterling Ventures,received,2025-11-15
PMT-000556,CUST-0098,2026-04-05,270400.0,USD,ACH,BR-000556,INV-000688,Tideline Holdings,received,2026-04-05
PMT-000557,CUST-0098,2026-03-26,31766.67,USD,Wire,BR-000557,INV-000689,Tideline Holdings,received,2026-03-26
PMT-000558,CUST-0098,2026-04-20,31766.67,USD,Wire,BR-000558,INV-000690,Tideline Holdings,received,2026-04-20
PMT-000559,CUST-0098,2026-05-15,31766.67,USD,Card,BR-000559,INV-000691,Tideline Holdings,received,2026-05-15
PMT-000560,CUST-0098,2026-06-30,31766.67,USD,Wire,BR-000560,INV-000692,Tideline Holdings,received,2026-06-30
PMT-000561,CUST-0098,2026-06-30,31766.67,USD,Wire,BR-000561,INV-000694,Tideline Holdings,received,2026-06-30
PMT-000562,CUST-0098,2026-03-31,419200.0,USD,ACH,BR-000562,INV-000695,Tideline Holdings,received,2026-03-31
PMT-000563,CUST-0098,2026-03-14,50734.91,USD,ACH,BR-000563,INV-000696,Tideline Holdings,received,2026-03-14
PMT-000564,CUST-0098,2026-04-10,37683.6,USD,Card,BR-000564,INV-000697,Tideline Holdings,received,2026-04-10
PMT-000565,CUST-0098,2026-06-07,42029.0,USD,ACH,BR-000565,INV-000698,Tideline Holdings,received,2026-06-07
PMT-000566,CUST-0098,2026-06-30,49679.16,USD,Wire,BR-000566,INV-000699,Tideline Holdings,received,2026-06-30
PMT-000567,CUST-0098,2025-10-14,84820.06,USD,ACH,BR-000567,INV-000702,Tideline Holdings,received,2025-10-14
PMT-000568,CUST-0098,2025-10-24,74171.1,USD,Card,BR-000568,INV-000703,Tideline Holdings,received,2025-10-24
PMT-000569,CUST-0098,2025-11-15,88552.47,USD,Wire,BR-000569,INV-000704,Tideline Holdings,received,2025-11-15
PMT-000570,CUST-0098,2025-12-10,73001.45,USD,Card,BR-000570,INV-000705,Tideline Holdings,received,2025-12-10
PMT-000571,CUST-0098,2026-02-08,77268.85,USD,Wire,BR-000571,INV-000706,Tideline Holdings,received,2026-02-08
PMT-000572,CUST-0098,2026-02-21,77945.88,USD,ACH,BR-000572,INV-000707,Tideline Holdings,received,2026-02-21
PMT-000573,CUST-0098,2026-03-23,72035.59,USD,Wire,BR-000573,INV-000708,Tideline Holdings,received,2026-03-23
PMT-000574,CUST-0098,2026-04-18,55849.7,USD,Card,BR-000574,INV-000709,Tideline Holdings,received,2026-04-18
PMT-000575,CUST-0098,2026-05-15,90540.61,USD,ACH,BR-000575,INV-000710,Tideline Holdings,received,2026-05-15
PMT-000576,CUST-0098,2026-06-30,65544.5,USD,Wire,BR-000576,INV-000711,Tideline Holdings,received,2026-06-30
PMT-000577,CUST-0099,2025-05-19,2181666.66,ARS,Wire,BR-000577,INV-000714,Northwind Media,received,2025-05-19
PMT-000578,CUST-0099,2025-06-25,2181666.66,ARS,ACH,BR-000578,INV-000715,Northwind Media,received,2025-06-25
PMT-000579,CUST-0099,2025-08-05,2181666.66,ARS,Wire,BR-000579,INV-000716,Northwind Media,received,2025-08-05
PMT-000580,CUST-0099,2025-07-31,2181666.66,ARS,ACH,BR-000580,INV-000717,Northwind Media,received,2025-07-31
PMT-000581,CUST-0099,2025-08-25,2181666.66,ARS,Card,BR-000581,INV-000718,Northwind Media,received,2025-08-25
PMT-000582,CUST-0099,2025-10-17,2181666.66,ARS,ACH,BR-000582,INV-000719,Northwind Media,received,2025-10-17
PMT-000583,CUST-0099,2025-12-02,2181666.66,ARS,Wire,BR-000583,INV-000720,Northwind Media,received,2025-12-02
PMT-000584,CUST-0099,2026-01-06,2181666.66,ARS,Wire,BR-000584,INV-000721,Northwind Media,received,2026-01-06
PMT-000585,CUST-0099,2026-02-07,2181666.66,ARS,Wire,BR-000585,INV-000722,Northwind Media,received,2026-02-07
PMT-000586,CUST-0099,2026-03-04,2181666.66,ARS,Wire,BR-000586,INV-000723,Northwind Media,received,2026-03-04
PMT-000587,CUST-0099,2026-02-24,2181666.66,ARS,ACH,BR-000587,INV-000724,Northwind Media,received,2026-02-24
PMT-000588,CUST-0099,2026-04-24,2181666.66,ARS,ACH,BR-000588,INV-000725,Northwind Media,received,2026-04-24
PMT-000589,CUST-0099,2026-05-13,2181666.66,ARS,Wire,BR-000589,INV-000726,Northwind Media,received,2026-05-13
PMT-000590,CUST-0099,2026-05-26,2181666.66,ARS,Check,BR-000590,INV-000727,Northwind Media,received,2026-05-26
PMT-000591,CUST-0099,2026-06-27,2181666.66,ARS,Card,BR-000591,INV-000728,Northwind Media,received,2026-06-27
PMT-000592,CUST-0100,2026-06-24,1976.38,GBP,Wire,BR-000592,INV-000730,Summit Networks,received,2026-06-24
PMT-000593,CUST-0100,2026-06-30,1976.38,GBP,ACH,BR-000593,INV-000731,Summit Networks,received,2026-06-30
PMT-000594,CUST-0100,2025-07-11,9354.34,GBP,Card,BR-000594,INV-000732,Summit Networks,received,2025-07-11
PMT-000595,CUST-0100,2026-01-31,5811.02,GBP,ACH,BR-000595,INV-000734,Summit Networks,received,2026-01-31
PMT-000596,CUST-0100,2026-05-08,5811.02,GBP,Wire,BR-000596,INV-000735,Summit Networks,received,2026-05-08
PMT-000597,CUST-0102,2025-08-03,274023.75,BRL,ACH,BR-000597,INV-000738,Pioneer Retail,received,2025-08-03
PMT-000598,CUST-0102,2025-09-19,274023.75,BRL,Wire,BR-000598,INV-000739,Pioneer Retail,received,2025-09-19
PMT-000599,CUST-0102,2025-09-29,274023.75,BRL,Wire,BR-000599,INV-000740,Pioneer Retail,received,2025-09-29
PMT-000600,CUST-0102,2025-10-15,274023.75,BRL,Wire,BR-000600,INV-000741,Pioneer Retail,received,2025-10-15
PMT-000601,CUST-0102,2025-12-18,274023.75,BRL,Card,BR-000601,INV-000742,Pioneer Retail,received,2025-12-18
PMT-000602,CUST-0102,2025-12-23,274023.75,BRL,Wire,BR-000602,INV-000743,Pioneer Retail,received,2025-12-23
PMT-000603,CUST-0102,2026-02-15,274023.75,BRL,Card,BR-000603,INV-000744,Pioneer Retail,received,2026-02-15
PMT-000604,CUST-0102,2026-03-12,274023.75,BRL,Check,BR-000604,INV-000745,Pioneer Retail,received,2026-03-12
PMT-000605,CUST-0102,2026-03-28,274023.75,BRL,ACH,BR-000605,INV-000746,Pioneer Retail,received,2026-03-28
PMT-000606,CUST-0102,2026-05-15,274023.75,BRL,Wire,BR-000606,INV-000747,Pioneer Retail,received,2026-05-15
PMT-000607,CUST-0102,2026-06-20,274023.75,BRL,ACH,BR-000607,INV-000748,Pioneer Retail,received,2026-06-20
PMT-000608,CUST-0102,2026-06-30,274023.75,BRL,Card,BR-000608,INV-000749,Pioneer Retail,received,2026-06-30
PMT-000609,CUST-0103,2026-06-30,1791.55,USD,Wire,BR-000609,INV-000753,Solstice Energy,received,2026-06-30
PMT-000610,CUST-0103,2025-08-12,9600.0,USD,ACH,BR-000610,INV-000754,Solstice Energy,received,2025-08-12
PMT-000611,CUST-0103,2026-01-06,1958.33,USD,ACH,BR-000611,INV-000755,Solstice Energy,received,2026-01-06
PMT-000612,CUST-0103,2026-01-31,1958.33,USD,Check,BR-000612,INV-000756,Solstice Energy,received,2026-01-31
PMT-000613,CUST-0103,2026-03-13,1958.33,USD,ACH,BR-000613,INV-000757,Solstice Energy,received,2026-03-13
PMT-000614,CUST-0103,2026-04-13,1958.33,USD,Wire,BR-000614,INV-000758,Solstice Energy,received,2026-04-13
PMT-000615,CUST-0103,2026-04-23,1958.33,USD,Wire,BR-000615,INV-000759,Solstice Energy,received,2026-04-23
PMT-000616,CUST-0104,2025-10-22,31464.56,GBP,ACH,BR-000616,INV-000763,Ironclad Studios,received,2025-10-22
PMT-000617,CUST-0104,2025-11-26,31464.56,GBP,Card,BR-000617,INV-000764,Ironclad Studios,received,2025-11-26
PMT-000618,CUST-0105,2026-06-30,2600.0,USD,Check,BR-000618,INV-000765,Orchard Technologies,received,2026-06-30
PMT-000619,CUST-0106,2025-05-28,46700.0,USD,ACH,BR-000619,INV-000767,Sterling Capital,received,2025-05-28
PMT-000620,CUST-0106,2026-04-09,33200.0,USD,ACH,BR-000620,INV-000768,Sterling Capital,received,2026-04-09
PMT-000621,CUST-0106,2026-04-12,33200.0,USD,ACH,BR-000621,INV-000769,Sterling Capital,received,2026-04-12
PMT-000622,CUST-0107,2026-06-04,67800.0,USD,Wire,BR-000622,INV-000770,Tideline Analytics,received,2026-06-04
PMT-000623,CUST-0107,2026-05-11,80800.0,USD,ACH,BR-000623,INV-000771,Tideline Analytics,received,2026-05-11
PMT-000624,CUST-0109,2026-01-19,154685.25,MXN,Card,BR-000624,INV-000772,Summit Logistics,received,2026-01-19
PMT-000625,CUST-0109,2026-03-19,135571.33,MXN,Wire,BR-000625,INV-000774,Summit Logistics,received,2026-03-19
PMT-000626,CUST-0109,2026-04-18,174806.56,MXN,Wire,BR-000626,INV-000775,Summit Logistics,received,2026-04-18
PMT-000627,CUST-0109,2026-05-29,200968.61,MXN,Card,BR-000627,INV-000776,Summit Logistics,received,2026-05-29
PMT-000628,CUST-0109,2026-06-30,179814.4,MXN,Wire,BR-000628,INV-000777,Summit Logistics,received,2026-06-30
PMT-000629,CUST-0109,2025-11-13,194666.66,MXN,Wire,BR-000629,INV-000780,Summit Logistics,received,2025-11-13
PMT-000630,CUST-0109,2025-12-23,194666.66,MXN,Check,BR-000630,INV-000781,Summit Logistics,received,2025-12-23
PMT-000631,CUST-0109,2025-12-26,194666.66,MXN,Wire,BR-000631,INV-000782,Summit Logistics,received,2025-12-26
PMT-000632,CUST-0109,2026-02-02,194666.66,MXN,Wire,BR-000632,INV-000783,Summit Logistics,received,2026-02-02
PMT-000633,CUST-0109,2026-03-16,194666.66,MXN,Card,BR-000633,INV-000784,Summit Logistics,received,2026-03-16
PMT-000634,CUST-0109,2026-04-06,194666.66,MXN,Wire,BR-000634,INV-000785,Summit Logistics,received,2026-04-06
PMT-000635,CUST-0109,2026-06-03,194666.66,MXN,ACH,BR-000635,INV-000786,Summit Logistics,received,2026-06-03
PMT-000636,CUST-0109,2026-06-24,194666.66,MXN,ACH,BR-000636,INV-000787,Summit Logistics,received,2026-06-24
PMT-000637,CUST-0110,2025-12-20,9200.0,USD,Check,BR-000637,INV-000790,Lumen Foods,received,2025-12-20
PMT-000638,CUST-0110,2026-04-17,2608.33,USD,Check,BR-000638,INV-000791,Lumen Foods,received,2026-04-17
PMT-000639,CUST-0110,2026-06-11,2608.33,USD,Wire,BR-000639,INV-000793,Lumen Foods,received,2026-06-11
PMT-000640,CUST-0110,2026-06-30,2608.33,USD,Wire,BR-000640,INV-000794,Lumen Foods,received,2026-06-30
PMT-000641,CUST-0111,2026-06-30,106100.0,USD,ACH,BR-000641,INV-000796,Pioneer Mobility,received,2026-06-30
PMT-000642,CUST-0111,2025-12-03,45500.0,USD,Check,BR-000642,INV-000797,Pioneer Mobility,received,2025-12-03
PMT-000643,CUST-0112,2025-12-05,153023.62,GBP,Wire,BR-000643,INV-000798,Solstice Group,received,2025-12-05
PMT-000644,CUST-0112,2026-03-10,153023.62,GBP,Wire,BR-000644,INV-000799,Solstice Group,received,2026-03-10
PMT-000645,CUST-0112,2026-05-19,153023.62,GBP,Wire,BR-000645,INV-000800,Solstice Group,received,2026-05-19
PMT-000646,CUST-0113,2026-05-01,2000.0,USD,Card,BR-000646,INV-000802,Ironclad Health,received,2026-05-01
PMT-000647,CUST-0113,2025-08-08,7281.22,USD,ACH,BR-000647,INV-000803,Ironclad Health,received,2025-08-08
PMT-000648,CUST-0113,2026-06-30,8009.5,USD,Wire,BR-000648,INV-000804,Ironclad Health,received,2026-06-30
PMT-000649,CUST-0114,2026-02-04,192858.42,GBP,ACH,BR-000649,INV-000807,Orchard Robotics,received,2026-02-04
PMT-000650,CUST-0115,2026-05-08,3444.44,EUR,Wire,BR-000650,INV-000809,Sterling Ventures,received,2026-05-08
PMT-000651,CUST-0115,2026-06-04,3444.44,EUR,Wire,BR-000651,INV-000810,Sterling Ventures,received,2026-06-04
PMT-000652,CUST-0115,2025-12-07,754.06,EUR,ACH,BR-000652,INV-000811,Sterling Ventures,received,2025-12-07
PMT-000653,CUST-0115,2025-12-05,1244.77,EUR,Wire,BR-000653,INV-000812,Sterling Ventures,received,2025-12-05
PMT-000654,CUST-0115,2026-02-06,1227.17,EUR,Wire,BR-000654,INV-000813,Sterling Ventures,received,2026-02-06
PMT-000655,CUST-0115,2026-02-18,1366.27,EUR,Wire,BR-000655,INV-000814,Sterling Ventures,received,2026-02-18
PMT-000656,CUST-0115,2026-02-27,1341.34,EUR,ACH,BR-000656,INV-000815,Sterling Ventures,received,2026-02-27
PMT-000657,CUST-0115,2026-04-21,975.7,EUR,ACH,BR-000657,INV-000816,Sterling Ventures,received,2026-04-21
PMT-000658,CUST-0115,2026-06-02,837.41,EUR,ACH,BR-000658,INV-000817,Sterling Ventures,received,2026-06-02
PMT-000659,CUST-0115,2026-05-26,1328.6,EUR,Wire,BR-000659,INV-000818,Sterling Ventures,received,2026-05-26
PMT-000660,CUST-0115,2026-06-30,824.7,EUR,Card,BR-000660,INV-000819,Sterling Ventures,received,2026-06-30
PMT-000661,CUST-0116,2025-12-23,10000.0,USD,Wire,BR-000661,INV-000821,Tideline Holdings,received,2025-12-23
PMT-000662,CUST-0116,2026-06-03,40136.07,USD,Card,BR-000662,INV-000823,Tideline Holdings,received,2026-06-03
PMT-000663,CUST-0116,2026-01-28,6400.0,USD,Wire,BR-000663,INV-000824,Tideline Holdings,received,2026-01-28
PMT-000664,CUST-0117,2026-06-13,250100.0,USD,ACH,BR-000664,INV-000825,Northwind Media,received,2026-06-13
PMT-000665,CUST-0117,2026-04-19,66851.97,USD,Wire,BR-000665,INV-000826,Northwind Media,received,2026-04-19
PMT-000666,CUST-0117,2026-05-19,76745.49,USD,Wire,BR-000666,INV-000827,Northwind Media,received,2026-05-19
