period,customer_id,contract_id,legal_entity,currency,opening_deferred_revenue,billings,recognized_revenue,adjustments,fx_impact,closing_deferred_revenue
2026-04,CUST-0064,CTR-00167,Acme US Inc,USD,0.0,2961.79,2961.79,0.0,0.0,0.0
2026-05,CUST-0064,CTR-00167,Acme US Inc,USD,0.0,3466.48,3466.48,0.0,0.0,0.0
2025-08,CUST-0064,CTR-00168,Acme US Inc,USD,0.0,8200.0,8200.0,0.0,0.0,0.0
2025-07,CUST-0065,CTR-00169,Acme US Inc,USD,0.0,243400.0,243400.0,0.0,0.0,0.0
2025-08,CUST-0065,CTR-00169,Acme US Inc,USD,0.0,243400.0,243400.0,0.0,0.0,0.0
2026-01,CUST-0065,CTR-00170,Acme US Inc,USD,0.0,17883.33,17883.33,0.0,0.0,0.0
2026-02,CUST-0065,CTR-00170,Acme US Inc,USD,0.0,17883.33,17883.33,0.0,0.0,0.0
2026-03,CUST-0065,CTR-00170,Acme US Inc,USD,0.0,17883.33,17883.33,0.0,0.0,0.0
2026-04,CUST-0065,CTR-00170,Acme US Inc,USD,0.0,17883.33,17883.33,0.0,0.0,0.0
2026-05,CUST-0065,CTR-00170,Acme US Inc,USD,0.0,17883.33,17883.33,0.0,0.0,0.0
2026-01,CUST-0065,CTR-00171,Acme US Inc,USD,0.0,64603.56,64603.56,0.0,0.0,0.0
2026-02,CUST-0065,CTR-00171,Acme US Inc,USD,0.0,52556.87,52556.87,0.0,0.0,0.0
2026-03,CUST-0065,CTR-00171,Acme US Inc,USD,0.0,46334.46,46334.46,0.0,0.0,0.0
2026-04,CUST-0065,CTR-00171,Acme US Inc,USD,0.0,58962.92,58962.92,0.0,0.0,0.0
2026-05,CUST-0065,CTR-00171,Acme US Inc,USD,0.0,73490.88,73490.88,0.0,0.0,0.0
2026-05,CUST-0065,CTR-00172,Acme US Inc,USD,0.0,532430.85,532430.85,0.0,0.0,0.0
2026-03,CUST-0067,CTR-00174,Acme US Inc,USD,0.0,29944.52,29944.52,0.0,0.0,0.0
2026-05,CUST-0068,CTR-00176,Acme EU GmbH,EUR,0.0,56736.11,56736.11,0.0,0.0,0.0
2025-08,CUST-0069,CTR-00178,Acme Argentina SA,ARS,0.0,106363636.36,106363636.36,0.0,0.0,0.0
2025-07,CUST-0069,CTR-00179,Acme Argentina SA,ARS,0.0,132636363.64,11053030.3,0.0,0.0,121583333.34
2025-08,CUST-0069,CTR-00179,Acme Argentina SA,ARS,121583333.34,0.0,11053030.3,0.0,0.0,110530303.04
2025-09,CUST-0069,CTR-00179,Acme Argentina SA,ARS,110530303.04,0.0,11053030.3,0.0,0.0,99477272.74
2025-10,CUST-0069,CTR-00179,Acme Argentina SA,ARS,99477272.74,0.0,11053030.3,0.0,0.0,88424242.44
2025-11,CUST-0069,CTR-00179,Acme Argentina SA,ARS,88424242.44,0.0,11053030.3,0.0,0.0,77371212.14
2025-12,CUST-0069,CTR-00179,Acme Argentina SA,ARS,77371212.14,0.0,11053030.3,0.0,0.0,66318181.84
2026-01,CUST-0069,CTR-00179,Acme Argentina SA,ARS,66318181.84,0.0,11053030.3,0.0,0.0,55265151.54
2026-02,CUST-0069,CTR-00179,Acme Argentina SA,ARS,55265151.54,0.0,11053030.3,0.0,0.0,44212121.24
2026-03,CUST-0069,CTR-00179,Acme Argentina SA,ARS,44212121.24,0.0,11053030.3,0.0,0.0,33159090.94
2026-04,CUST-0069,CTR-00179,Acme Argentina SA,ARS,33159090.94,0.0,11053030.3,0.0,0.0,22106060.64
2026-05,CUST-0069,CTR-00179,Acme Argentina SA,ARS,22106060.64,0.0,11053030.3,0.0,0.0,11053030.34
2025-11,CUST-0069,CTR-00180,Acme Argentina SA,ARS,0.0,83454545.45,83454545.45,0.0,0.0,0.0
2025-04,CUST-0070,CTR-00182,Acme Mexico SA,MXN,0.0,1339655.17,1339655.17,0.0,0.0,0.0
2026-04,CUST-0071,CTR-00184,Acme EU GmbH,EUR,0.0,170979.94,170979.94,0.0,0.0,0.0
2026-05,CUST-0071,CTR-00184,Acme EU GmbH,EUR,0.0,170979.94,170979.94,0.0,0.0,0.0
2026-01,CUST-0071,CTR-00185,Acme EU GmbH,EUR,0.0,245702.16,245702.16,0.0,0.0,0.0
2026-02,CUST-0071,CTR-00185,Acme EU GmbH,EUR,0.0,245702.16,245702.16,0.0,0.0,0.0
2026-03,CUST-0071,CTR-00185,Acme EU GmbH,EUR,0.0,245702.16,245702.16,0.0,0.0,0.0
2026-04,CUST-0071,CTR-00185,Acme EU GmbH,EUR,0.0,245702.16,245702.16,0.0,0.0,0.0
2026-05,CUST-0071,CTR-00185,Acme EU GmbH,EUR,0.0,245702.16,245702.16,0.0,0.0,0.0
2026-05,CUST-0072,CTR-00186,Acme Brasil Ltda,BRL,0.0,23500.0,23500.0,0.0,0.0,0.0
2025-06,CUST-0073,CTR-00188,Acme Argentina SA,ARS,0.0,29727272.73,29727272.73,0.0,0.0,0.0
2025-07,CUST-0075,CTR-00193,Acme UK Ltd,GBP,0.0,160947.4,160947.4,0.0,0.0,0.0
2025-09,CUST-0075,CTR-00194,Acme UK Ltd,GBP,0.0,78818.9,78818.9,0.0,0.0,0.0
2025-05,CUST-0075,CTR-00195,Acme UK Ltd,GBP,0.0,44862.21,14954.07,0.0,0.0,29908.14
2025-06,CUST-0075,CTR-00195,Acme UK Ltd,GBP,29908.14,0.0,14954.07,0.0,0.0,14954.07
2025-07,CUST-0075,CTR-00195,Acme UK Ltd,GBP,14954.07,0.0,14954.07,0.0,0.0,0.0
2025-08,CUST-0075,CTR-00195,Acme UK Ltd,GBP,0.0,44862.21,14954.07,0.0,0.0,29908.14
2025-09,CUST-0075,CTR-00195,Acme UK Ltd,GBP,29908.14,0.0,14954.07,0.0,0.0,14954.07
2025-10,CUST-0075,CTR-00195,Acme UK Ltd,GBP,14954.07,0.0,14954.07,0.0,0.0,0.0
2025-11,CUST-0075,CTR-00195,Acme UK Ltd,GBP,0.0,44862.21,14954.07,0.0,0.0,29908.14
2025-12,CUST-0075,CTR-00195,Acme UK Ltd,GBP,29908.14,0.0,14954.07,0.0,0.0,14954.07
2026-01,CUST-0075,CTR-00195,Acme UK Ltd,GBP,14954.07,0.0,14954.07,0.0,0.0,0.0
2026-02,CUST-0075,CTR-00195,Acme UK Ltd,GBP,0.0,44862.21,14954.07,0.0,0.0,29908.14
2026-03,CUST-0075,CTR-00195,Acme UK Ltd,GBP,29908.14,0.0,14954.07,0.0,0.0,14954.07
2026-04,CUST-0075,CTR-00195,Acme UK Ltd,GBP,14954.07,0.0,14954.07,0.0,0.0,0.0
2026-05,CUST-0075,CTR-00195,Acme UK Ltd,GBP,0.0,44862.21,14954.07,0.0,0.0,29908.14
2025-03,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1013.14,1013.14,0.0,0.0,0.0
2025-04,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,933.92,933.92,0.0,0.0,0.0
2025-05,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1652.93,1652.93,0.0,0.0,0.0
2025-06,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1173.35,1173.35,0.0,0.0,0.0
2025-07,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1232.1,1232.1,0.0,0.0,0.0
2025-08,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1278.24,1278.24,0.0,0.0,0.0
2025-09,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1154.45,1154.45,0.0,0.0,0.0
2025-10,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1631.69,1631.69,0.0,0.0,0.0
2025-11,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1651.8,1651.8,0.0,0.0,0.0
2025-12,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1018.17,1018.17,0.0,0.0,0.0
2026-01,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1291.31,1291.31,0.0,0.0,0.0
2026-02,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1139.36,1139.36,0.0,0.0,0.0
2026-03,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,991.01,991.01,0.0,0.0,0.0
2026-04,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1327.08,1327.08,0.0,0.0,0.0
2026-05,CUST-0076,CTR-00196,Acme UK Ltd,GBP,0.0,1647.3,1647.3,0.0,0.0,0.0
2025-05,CUST-0076,CTR-00197,Acme UK Ltd,GBP,0.0,9055.12,9055.12,0.0,0.0,0.0
2025-08,CUST-0077,CTR-00198,Acme Mexico SA,MXN,0.0,141379.31,141379.31,0.0,0.0,0.0
2025-04,CUST-0077,CTR-00200,Acme Mexico SA,MXN,0.0,121551.73,121551.73,0.0,0.0,0.0
2025-05,CUST-0077,CTR-00200,Acme Mexico SA,MXN,0.0,121551.73,121551.73,0.0,0.0,0.0
2025-04,CUST-0078,CTR-00201,Acme US Inc,USD,0.0,12362.88,12362.88,0.0,0.0,0.0
2025-07,CUST-0078,CTR-00201,Acme US Inc,USD,0.0,17221.79,17221.79,0.0,0.0,0.0
2025-10,CUST-0078,CTR-00201,Acme US Inc,USD,0.0,17613.83,17613.83,0.0,0.0,0.0
2026-01,CUST-0078,CTR-00201,Acme US Inc,USD,0.0,15569.39,15569.39,0.0,0.0,0.0
2026-04,CUST-0078,CTR-00201,Acme US Inc,USD,0.0,20358.51,20358.51,0.0,0.0,0.0
2025-04,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2025-05,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2025-06,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2025-07,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2025-08,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2025-09,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2025-10,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2025-11,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2025-12,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2026-01,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2026-02,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2026-03,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2026-04,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2026-05,CUST-0078,CTR-00202,Acme US Inc,USD,0.0,11866.67,11866.67,0.0,0.0,0.0
2026-04,CUST-0079,CTR-00203,Acme US Inc,USD,0.0,49008.33,49008.33,0.0,0.0,0.0
2026-05,CUST-0079,CTR-00203,Acme US Inc,USD,0.0,49008.33,49008.33,0.0,0.0,0.0
2025-07,CUST-0079,CTR-00204,Acme US Inc,USD,0.0,287000.0,287000.0,0.0,0.0,0.0
2025-10,CUST-0079,CTR-00205,Acme US Inc,USD,0.0,202400.0,202400.0,0.0,0.0,0.0
2026-03,CUST-0079,CTR-00206,Acme US Inc,USD,0.0,170633.33,170633.33,0.0,0.0,0.0
2026-04,CUST-0079,CTR-00206,Acme US Inc,USD,0.0,170633.33,170633.33,0.0,0.0,0.0
2026-05,CUST-0079,CTR-00206,Acme US Inc,USD,0.0,170633.33,170633.33,0.0,0.0,0.0
2025-06,CUST-0080,CTR-00208,Acme US Inc,USD,0.0,205250.0,205250.0,0.0,0.0,0.0
2025-07,CUST-0080,CTR-00208,Acme US Inc,USD,0.0,205250.0,205250.0,0.0,0.0,0.0
2026-05,CUST-0080,CTR-00209,Acme US Inc,USD,0.0,73813.32,73813.32,0.0,0.0,0.0
2026-04,CUST-0080,CTR-00210,Acme US Inc,USD,0.0,117975.0,39325.0,0.0,0.0,78650.0
2026-05,CUST-0080,CTR-00210,Acme US Inc,USD,78650.0,0.0,39325.0,0.0,0.0,39325.0
2025-12,CUST-0080,CTR-00211,Acme US Inc,USD,0.0,29088.06,29088.06,0.0,0.0,0.0
2026-01,CUST-0080,CTR-00211,Acme US Inc,USD,0.0,28755.62,28755.62,0.0,0.0,0.0
2026-02,CUST-0080,CTR-00211,Acme US Inc,USD,0.0,20185.61,20185.61,0.0,0.0,0.0
2026-03,CUST-0080,CTR-00211,Acme US Inc,USD,0.0,22053.27,22053.27,0.0,0.0,0.0
2026-04,CUST-0080,CTR-00211,Acme US Inc,USD,0.0,17121.97,17121.97,0.0,0.0,0.0
2026-05,CUST-0080,CTR-00211,Acme US Inc,USD,0.0,19764.81,19764.81,0.0,0.0,0.0
2025-07,CUST-0081,CTR-00212,Acme US Inc,USD,0.0,900.0,900.0,0.0,0.0,0.0
2025-08,CUST-0081,CTR-00212,Acme US Inc,USD,0.0,900.0,900.0,0.0,0.0,0.0
2025-09,CUST-0081,CTR-00212,Acme US Inc,USD,0.0,900.0,900.0,0.0,0.0,0.0
2025-07,CUST-0081,CTR-00213,Acme US Inc,USD,0.0,5100.0,5100.0,0.0,0.0,0.0
2026-01,CUST-0082,CTR-00214,Acme US Inc,USD,0.0,38500.0,38500.0,0.0,0.0,0.0
2025-07,CUST-0082,CTR-00215,Acme US Inc,USD,0.0,15050.84,15050.84,0.0,0.0,0.0
2025-08,CUST-0082,CTR-00215,Acme US Inc,USD,0.0,11290.61,11290.61,0.0,0.0,0.0
2025-09,CUST-0082,CTR-00215,Acme US Inc,USD,0.0,11997.84,11997.84,0.0,0.0,0.0
2025-10,CUST-0082,CTR-00215,Acme US Inc,USD,0.0,10447.28,10447.28,0.0,0.0,0.0
2025-11,CUST-0082,CTR-00215,Acme US Inc,USD,0.0,14937.37,14937.37,0.0,0.0,0.0
2025-12,CUST-0082,CTR-00215,Acme US Inc,USD,0.0,12787.36,12787.36,0.0,0.0,0.0
2026-01,CUST-0082,CTR-00215,Acme US Inc,USD,0.0,13887.95,13887.95,0.0,0.0,0.0
2026-02,CUST-0082,CTR-00215,Acme US Inc,USD,0.0,15438.55,15438.55,0.0,0.0,0.0
2026-03,CUST-0082,CTR-00215,Acme US Inc,USD,0.0,13533.82,13533.82,0.0,0.0,0.0
2026-04,CUST-0082,CTR-00215,Acme US Inc,USD,0.0,9944.98,9944.98,0.0,0.0,0.0
2026-05,CUST-0082,CTR-00215,Acme US Inc,USD,0.0,13218.22,13218.22,0.0,0.0,0.0
2025-12,CUST-0083,CTR-00217,Acme EU GmbH,EUR,0.0,9629.63,9629.63,0.0,0.0,0.0
2025-12,CUST-0084,CTR-00219,Acme US Inc,USD,0.0,7275.0,2425.0,0.0,0.0,4850.0
2026-01,CUST-0084,CTR-00219,Acme US Inc,USD,4850.0,0.0,2425.0,0.0,0.0,2425.0
2026-02,CUST-0084,CTR-00219,Acme US Inc,USD,2425.0,0.0,2425.0,0.0,0.0,0.0
2026-03,CUST-0084,CTR-00219,Acme US Inc,USD,0.0,7275.0,2425.0,0.0,0.0,4850.0
2026-04,CUST-0084,CTR-00219,Acme US Inc,USD,4850.0,0.0,2425.0,0.0,0.0,2425.0
2026-05,CUST-0084,CTR-00219,Acme US Inc,USD,2425.0,0.0,2425.0,0.0,0.0,0.0
2025-07,CUST-0084,CTR-00220,Acme US Inc,USD,0.0,5506.18,5506.18,0.0,0.0,0.0
2025-10,CUST-0084,CTR-00220,Acme US Inc,USD,0.0,5844.76,5844.76,0.0,0.0,0.0
2026-01,CUST-0084,CTR-00220,Acme US Inc,USD,0.0,5332.05,5332.05,0.0,0.0,0.0
2026-04,CUST-0084,CTR-00220,Acme US Inc,USD,0.0,5257.35,5257.35,0.0,0.0,0.0
2025-04,CUST-0084,CTR-00221,Acme US Inc,USD,0.0,7600.0,7600.0,0.0,0.0,0.0
2026-05,CUST-0085,CTR-00222,Acme US Inc,USD,0.0,462366.67,462366.67,0.0,0.0,0.0
2025-09,CUST-0086,CTR-00224,Acme US Inc,USD,0.0,6925.0,6925.0,0.0,0.0,0.0
2025-10,CUST-0086,CTR-00224,Acme US Inc,USD,0.0,6925.0,6925.0,0.0,0.0,0.0
2025-11,CUST-0086,CTR-00224,Acme US Inc,USD,0.0,6925.0,6925.0,0.0,0.0,0.0
2025-12,CUST-0086,CTR-00224,Acme US Inc,USD,0.0,6925.0,6925.0,0.0,0.0,0.0
2026-01,CUST-0086,CTR-00224,Acme US Inc,USD,0.0,6925.0,6925.0,0.0,0.0,0.0
2026-02,CUST-0086,CTR-00224,Acme US Inc,USD,0.0,6925.0,6925.0,0.0,0.0,0.0
2026-03,CUST-0086,CTR-00224,Acme US Inc,USD,0.0,6925.0,6925.0,0.0,0.0,0.0
2026-04,CUST-0086,CTR-00224,Acme US Inc,USD,0.0,6925.0,6925.0,0.0,0.0,0.0
2026-05,CUST-0086,CTR-00224,Acme US Inc,USD,0.0,6925.0,6925.0,0.0,0.0,0.0
2026-02,CUST-0087,CTR-00225,Acme US Inc,USD,0.0,29433.33,29433.33,0.0,0.0,0.0
2026-03,CUST-0087,CTR-00225,Acme US Inc,USD,0.0,29433.33,29433.33,0.0,0.0,0.0
2026-04,CUST-0087,CTR-00225,Acme US Inc,USD,0.0,29433.33,29433.33,0.0,0.0,0.0
2026-01,CUST-0087,CTR-00226,Acme US Inc,USD,0.0,15750.0,5250.0,0.0,0.0,10500.0
2026-02,CUST-0087,CTR-00226,Acme US Inc,USD,10500.0,0.0,5250.0,0.0,0.0,5250.0
2026-03,CUST-0087,CTR-00226,Acme US Inc,USD,5250.0,0.0,5250.0,0.0,0.0,0.0
2026-04,CUST-0087,CTR-00226,Acme US Inc,USD,0.0,15750.0,5250.0,0.0,0.0,10500.0
2026-05,CUST-0087,CTR-00226,Acme US Inc,USD,10500.0,0.0,5250.0,0.0,0.0,5250.0
2025-04,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,1058.35,1058.35,0.0,0.0,0.0
2025-05,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,852.69,852.69,0.0,0.0,0.0
2025-06,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,948.99,948.99,0.0,0.0,0.0
2025-07,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,1249.9,1249.9,0.0,0.0,0.0
2025-08,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,1246.54,1246.54,0.0,0.0,0.0
2025-09,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,829.64,829.64,0.0,0.0,0.0
2025-10,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,972.43,972.43,0.0,0.0,0.0
2025-11,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,1094.15,1094.15,0.0,0.0,0.0
2025-12,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,1063.28,1063.28,0.0,0.0,0.0
2026-01,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,805.3,805.3,0.0,0.0,0.0
2026-02,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,973.02,973.02,0.0,0.0,0.0
2026-03,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,976.48,976.48,0.0,0.0,0.0
2026-04,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,1270.86,1270.86,0.0,0.0,0.0
2026-05,CUST-0088,CTR-00227,Acme US Inc,USD,0.0,1147.72,1147.72,0.0,0.0,0.0
2025-09,CUST-0088,CTR-00229,Acme US Inc,USD,0.0,18000.0,18000.0,0.0,0.0,0.0
2026-05,CUST-0089,CTR-00230,Acme EU GmbH,EUR,0.0,5796.69,5796.69,0.0,0.0,0.0
2025-06,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,5417.81,5417.81,0.0,0.0,0.0
2025-07,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,5473.45,5473.45,0.0,0.0,0.0
2025-08,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,4648.17,4648.17,0.0,0.0,0.0
2025-09,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,4958.15,4958.15,0.0,0.0,0.0
2025-10,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,8152.09,8152.09,0.0,0.0,0.0
2025-11,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,4854.58,4854.58,0.0,0.0,0.0
2025-12,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,7646.74,7646.74,0.0,0.0,0.0
2026-01,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,4552.23,4552.23,0.0,0.0,0.0
2026-02,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,7879.72,7879.72,0.0,0.0,0.0
2026-03,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,7407.48,7407.48,0.0,0.0,0.0
2026-04,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,5374.08,5374.08,0.0,0.0,0.0
2026-05,CUST-0089,CTR-00231,Acme EU GmbH,EUR,0.0,8053.14,8053.14,0.0,0.0,0.0
2025-03,CUST-0090,CTR-00232,Acme US Inc,USD,0.0,72000.0,72000.0,0.0,0.0,0.0
2025-05,CUST-0090,CTR-00233,Acme US Inc,USD,0.0,29137.48,29137.48,0.0,0.0,0.0
2025-08,CUST-0090,CTR-00233,Acme US Inc,USD,0.0,26614.37,26614.37,0.0,0.0,0.0
2025-11,CUST-0090,CTR-00233,Acme US Inc,USD,0.0,26403.86,26403.86,0.0,0.0,0.0
2026-02,CUST-0090,CTR-00233,Acme US Inc,USD,0.0,31111.5,31111.5,0.0,0.0,0.0
2026-05,CUST-0090,CTR-00233,Acme US Inc,USD,0.0,35970.45,35970.45,0.0,0.0,0.0
2026-04,CUST-0090,CTR-00234,Acme US Inc,USD,0.0,50600.0,50600.0,0.0,0.0,0.0
2025-10,CUST-0090,CTR-00235,Acme US Inc,USD,0.0,10183.33,10183.33,0.0,0.0,0.0
2025-11,CUST-0090,CTR-00235,Acme US Inc,USD,0.0,10183.33,10183.33,0.0,0.0,0.0
2025-12,CUST-0090,CTR-00235,Acme US Inc,USD,0.0,10183.33,10183.33,0.0,0.0,0.0
2026-01,CUST-0090,CTR-00235,Acme US Inc,USD,0.0,10183.33,10183.33,0.0,0.0,0.0
2026-02,CUST-0090,CTR-00235,Acme US Inc,USD,0.0,10183.33,10183.33,0.0,0.0,0.0
2026-03,CUST-0090,CTR-00235,Acme US Inc,USD,0.0,10183.33,10183.33,0.0,0.0,0.0
2026-04,CUST-0090,CTR-00235,Acme US Inc,USD,0.0,10183.33,10183.33,0.0,0.0,0.0
2026-05,CUST-0090,CTR-00235,Acme US Inc,USD,0.0,10183.33,10183.33,0.0,0.0,0.0
2025-11,CUST-0090,CTR-00236,Acme US Inc,USD,0.0,36487.73,36487.73,0.0,0.0,0.0
2026-02,CUST-0090,CTR-00236,Acme US Inc,USD,0.0,55439.11,55439.11,0.0,0.0,0.0
2026-05,CUST-0090,CTR-00236,Acme US Inc,USD,0.0,40576.25,40576.25,0.0,0.0,0.0
2026-04,CUST-0091,CTR-00237,Acme US Inc,USD,0.0,5633.9,5633.9,0.0,0.0,0.0
2026-05,CUST-0091,CTR-00237,Acme US Inc,USD,0.0,7278.84,7278.84,0.0,0.0,0.0
2025-09,CUST-0092,CTR-00238,Acme EU GmbH,EUR,0.0,10092.59,10092.59,0.0,0.0,0.0
2025-06,CUST-0093,CTR-00240,Acme US Inc,USD,0.0,57900.0,57900.0,0.0,0.0,0.0
2026-05,CUST-0093,CTR-00241,Acme US Inc,USD,0.0,12241.3,12241.3,0.0,0.0,0.0
2026-05,CUST-0093,CTR-00242,Acme US Inc,USD,0.0,42675.0,14225.0,0.0,0.0,28450.0
2025-04,CUST-0093,CTR-00243,Acme US Inc,USD,0.0,29675.0,9891.67,0.0,0.0,19783.33
2025-05,CUST-0093,CTR-00243,Acme US Inc,USD,19783.33,0.0,9891.67,0.0,0.0,9891.66
2025-06,CUST-0093,CTR-00243,Acme US Inc,USD,9891.66,0.0,9891.67,0.0,0.0,-0.01
2025-07,CUST-0093,CTR-00243,Acme US Inc,USD,-0.01,29675.0,9891.67,0.0,0.0,19783.32
2025-08,CUST-0093,CTR-00243,Acme US Inc,USD,19783.32,0.0,9891.67,0.0,0.0,9891.65
2025-09,CUST-0093,CTR-00243,Acme US Inc,USD,9891.65,0.0,9891.67,0.0,0.0,-0.02
2025-10,CUST-0093,CTR-00243,Acme US Inc,USD,-0.02,29675.0,9891.67,0.0,0.0,19783.31
2025-11,CUST-0093,CTR-00243,Acme US Inc,USD,19783.31,0.0,9891.67,0.0,0.0,9891.64
2025-12,CUST-0093,CTR-00243,Acme US Inc,USD,9891.64,0.0,9891.67,0.0,0.0,-0.03
2026-01,CUST-0093,CTR-00243,Acme US Inc,USD,-0.03,29675.0,9891.67,0.0,0.0,19783.3
2026-02,CUST-0093,CTR-00243,Acme US Inc,USD,19783.3,0.0,9891.67,0.0,0.0,9891.63
2026-03,CUST-0093,CTR-00243,Acme US Inc,USD,9891.63,0.0,9891.67,0.0,0.0,-0.04
2026-04,CUST-0093,CTR-00243,Acme US Inc,USD,-0.04,29675.0,9891.67,0.0,0.0,19783.29
2026-05,CUST-0093,CTR-00243,Acme US Inc,USD,19783.29,0.0,9891.67,0.0,0.0,9891.62
2026-05,CUST-0094,CTR-00245,Acme UK Ltd,GBP,0.0,21968.51,7322.84,0.0,0.0,14645.67
2025-08,CUST-0096,CTR-00247,Acme US Inc,USD,0.0,9333.33,9333.33,0.0,0.0,0.0
2025-09,CUST-0096,CTR-00247,Acme US Inc,USD,0.0,9333.33,9333.33,0.0,0.0,0.0
2025-10,CUST-0096,CTR-00247,Acme US Inc,USD,0.0,9333.33,9333.33,0.0,0.0,0.0
2025-11,CUST-0096,CTR-00247,Acme US Inc,USD,0.0,9333.33,9333.33,0.0,0.0,0.0
2025-12,CUST-0096,CTR-00247,Acme US Inc,USD,0.0,9333.33,9333.33,0.0,0.0,0.0
2026-01,CUST-0096,CTR-00247,Acme US Inc,USD,0.0,9333.33,9333.33,0.0,0.0,0.0
2026-02,CUST-0096,CTR-00247,Acme US Inc,USD,0.0,9333.33,9333.33,0.0,0.0,0.0
2026-03,CUST-0096,CTR-00247,Acme US Inc,USD,0.0,9333.33,9333.33,0.0,0.0,0.0
2026-04,CUST-0096,CTR-00247,Acme US Inc,USD,0.0,9333.33,9333.33,0.0,0.0,0.0
2026-05,CUST-0096,CTR-00247,Acme US Inc,USD,0.0,9333.33,9333.33,0.0,0.0,0.0
2026-03,CUST-0097,CTR-00248,Acme US Inc,USD,0.0,228531.06,228531.06,0.0,0.0,0.0
2025-09,CUST-0097,CTR-00249,Acme US Inc,USD,0.0,145283.33,145283.33,0.0,0.0,0.0
2025-10,CUST-0097,CTR-00249,Acme US Inc,USD,0.0,145283.33,145283.33,0.0,0.0,0.0
2025-11,CUST-0097,CTR-00249,Acme US Inc,USD,0.0,145283.33,145283.33,0.0,0.0,0.0
2025-12,CUST-0097,CTR-00249,Acme US Inc,USD,0.0,145283.33,145283.33,0.0,0.0,0.0
2026-01,CUST-0097,CTR-00249,Acme US Inc,USD,0.0,145283.33,145283.33,0.0,0.0,0.0
2026-02,CUST-0097,CTR-00249,Acme US Inc,USD,0.0,145283.33,145283.33,0.0,0.0,0.0
2026-03,CUST-0097,CTR-00249,Acme US Inc,USD,0.0,145283.33,145283.33,0.0,0.0,0.0
