invoice_id,order_id,contract_id,customer_id,invoice_date,due_date,invoice_amount,tax_amount,total_invoice_amount,currency,legal_entity,invoice_status,payment_terms,po_number,service_period_start,service_period_end,gl_ar_account,gl_revenue_account,source_system
INV-000248,SO-00074,CTR-00092,CUST-0033,2025-09-30,2025-10-15,215933.33,0.0,215933.33,USD,Acme US Inc,paid,NET15,,2025-09-30,2025-10-30,1200-AR,4000-Subscription-Rev,ERP
INV-000249,SO-00074,CTR-00092,CUST-0033,2025-10-30,2025-11-14,215933.33,0.0,215933.33,USD,Acme US Inc,paid,NET15,,2025-10-30,2025-11-30,1200-AR,4000-Subscription-Rev,ERP
INV-000250,SO-00074,CTR-00092,CUST-0033,2025-11-30,2025-12-15,215933.33,0.0,215933.33,USD,Acme US Inc,paid,NET15,,2025-11-30,2025-12-30,1200-AR,4000-Subscription-Rev,ERP
INV-000251,SO-00074,CTR-00092,CUST-0033,2025-12-30,2026-01-14,215933.33,0.0,215933.33,USD,Acme US Inc,paid,NET15,,2025-12-30,2026-01-30,1200-AR,4000-Subscription-Rev,ERP
INV-000252,SO-00074,CTR-00092,CUST-0033,2026-01-30,2026-02-14,215933.33,0.0,215933.33,USD,Acme US Inc,paid,NET15,,2026-01-30,2026-02-28,1200-AR,4000-Subscription-Rev,ERP
INV-000253,SO-00074,CTR-00092,CUST-0033,2026-02-28,2026-03-15,215933.33,0.0,215933.33,USD,Acme US Inc,paid,NET15,,2026-02-28,2026-03-28,1200-AR,4000-Subscription-Rev,ERP
INV-000254,SO-00074,CTR-00092,CUST-0033,2026-03-28,2026-04-12,215933.33,0.0,215933.33,USD,Acme US Inc,paid,NET15,,2026-03-28,2026-04-28,1200-AR,4000-Subscription-Rev,ERP
INV-000255,SO-00074,CTR-00092,CUST-0033,2026-04-28,2026-05-13,215933.33,0.0,215933.33,USD,Acme US Inc,paid,NET15,,2026-04-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000256,SO-00074,CTR-00092,CUST-0033,2026-05-28,2026-06-12,215933.33,0.0,215933.33,USD,Acme US Inc,paid,NET15,,2026-05-28,2026-06-28,1200-AR,4000-Subscription-Rev,ERP
INV-000257,SO-00074,CTR-00092,CUST-0033,2026-06-28,2026-07-13,215933.33,0.0,215933.33,USD,Acme US Inc,open,NET15,,2026-06-28,2026-07-28,1200-AR,4000-Subscription-Rev,ERP
INV-000258,SO-00075,CTR-00093,CUST-0033,2026-06-30,2026-07-15,306400.0,0.0,306400.0,USD,Acme US Inc,open,NET15,,2026-06-30,2026-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000259,SO-00076,CTR-00094,CUST-0034,2026-06-30,2026-08-29,15092.59,3018.52,18111.11,EUR,Acme EU GmbH,open,NET60,PO-93014,2026-06-30,2026-07-30,1200-AR,4300-Implementation-Rev,ERP
INV-000260,SO-00077,CTR-00095,CUST-0034,2026-03-30,2026-05-29,578.7,115.74,694.44,EUR,Acme EU GmbH,paid,NET60,PO-49520,2026-03-30,2026-04-30,1200-AR,4000-Subscription-Rev,ERP
INV-000261,SO-00077,CTR-00095,CUST-0034,2026-04-30,2026-06-29,578.7,115.74,694.44,EUR,Acme EU GmbH,paid,NET60,PO-49520,2026-04-30,2026-05-30,1200-AR,4000-Subscription-Rev,ERP
INV-000262,SO-00077,CTR-00095,CUST-0034,2026-05-30,2026-07-29,578.7,115.74,694.44,EUR,Acme EU GmbH,paid,NET60,PO-49520,2026-05-30,2026-06-30,1200-AR,4000-Subscription-Rev,ERP
INV-000263,SO-00077,CTR-00095,CUST-0034,2026-06-30,2026-08-29,578.7,115.74,694.44,EUR,Acme EU GmbH,paid,NET60,PO-49520,2026-06-30,2026-07-30,1200-AR,4000-Subscription-Rev,ERP
INV-000264,SO-00078,CTR-00096,CUST-0035,2026-03-30,2026-04-29,3900.0,0.0,3900.0,USD,Acme US Inc,paid,NET30,,2026-03-30,2026-06-30,1200-AR,4000-Subscription-Rev,ERP
INV-000265,SO-00078,CTR-00096,CUST-0035,2026-06-30,2026-07-30,3900.0,0.0,3900.0,USD,Acme US Inc,open,NET30,,2026-06-30,2026-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000266,SO-00079,CTR-00098,CUST-0036,2025-09-30,2025-10-15,6520.06,1304.01,7824.07,EUR,Acme EU GmbH,paid,NET15,,2025-09-30,2025-10-30,1200-AR,4000-Subscription-Rev,ERP
INV-000267,SO-00079,CTR-00098,CUST-0036,2025-10-30,2025-11-14,6520.06,1304.01,7824.07,EUR,Acme EU GmbH,paid,NET15,,2025-10-30,2025-11-30,1200-AR,4000-Subscription-Rev,ERP
INV-000268,SO-00079,CTR-00098,CUST-0036,2025-11-30,2025-12-15,6520.06,1304.01,7824.07,EUR,Acme EU GmbH,paid,NET15,,2025-11-30,2025-12-30,1200-AR,4000-Subscription-Rev,ERP
INV-000269,SO-00079,CTR-00098,CUST-0036,2025-12-30,2026-01-14,6520.06,1304.01,7824.07,EUR,Acme EU GmbH,paid,NET15,,2025-12-30,2026-01-30,1200-AR,4000-Subscription-Rev,ERP
INV-000270,SO-00079,CTR-00098,CUST-0036,2026-01-30,2026-02-14,6520.06,1304.01,7824.07,EUR,Acme EU GmbH,paid,NET15,,2026-01-30,2026-02-28,1200-AR,4000-Subscription-Rev,ERP
INV-000271,SO-00079,CTR-00098,CUST-0036,2026-02-28,2026-03-15,6520.06,1304.01,7824.07,EUR,Acme EU GmbH,paid,NET15,,2026-02-28,2026-03-28,1200-AR,4000-Subscription-Rev,ERP
INV-000272,SO-00079,CTR-00098,CUST-0036,2026-03-28,2026-04-12,6520.06,1304.01,7824.07,EUR,Acme EU GmbH,paid,NET15,,2026-03-28,2026-04-28,1200-AR,4000-Subscription-Rev,ERP
INV-000273,SO-00079,CTR-00098,CUST-0036,2026-04-28,2026-05-13,6520.06,1304.01,7824.07,EUR,Acme EU GmbH,paid,NET15,,2026-04-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000274,SO-00079,CTR-00098,CUST-0036,2026-05-28,2026-06-12,6520.06,1304.01,7824.07,EUR,Acme EU GmbH,paid,NET15,,2026-05-28,2026-06-28,1200-AR,4000-Subscription-Rev,ERP
INV-000275,SO-00079,CTR-00098,CUST-0036,2026-06-28,2026-07-13,6520.06,1304.01,7824.07,EUR,Acme EU GmbH,open,NET15,,2026-06-28,2026-07-28,1200-AR,4000-Subscription-Rev,ERP
INV-000276,SO-00080,CTR-00099,CUST-0036,2025-11-30,2025-12-15,6497.94,1299.59,7797.53,EUR,Acme EU GmbH,paid,NET15,,2025-11-30,2025-12-30,1200-AR,4100-Usage-Rev,ERP
INV-000277,SO-00080,CTR-00099,CUST-0036,2025-12-30,2026-01-14,11368.14,2273.63,13641.77,EUR,Acme EU GmbH,open,NET15,,2025-12-30,2026-01-30,1200-AR,4100-Usage-Rev,ERP
INV-000278,SO-00080,CTR-00099,CUST-0036,2026-01-30,2026-02-14,7995.88,1599.18,9595.06,EUR,Acme EU GmbH,paid,NET15,,2026-01-30,2026-02-28,1200-AR,4100-Usage-Rev,ERP
INV-000279,SO-00080,CTR-00099,CUST-0036,2026-02-28,2026-03-15,9969.04,1993.81,11962.85,EUR,Acme EU GmbH,paid,NET15,,2026-02-28,2026-03-28,1200-AR,4100-Usage-Rev,ERP
INV-000280,SO-00080,CTR-00099,CUST-0036,2026-03-28,2026-04-12,6799.46,1359.89,8159.35,EUR,Acme EU GmbH,paid,NET15,,2026-03-28,2026-04-28,1200-AR,4100-Usage-Rev,ERP
INV-000281,SO-00080,CTR-00099,CUST-0036,2026-04-28,2026-05-13,8262.11,1652.42,9914.53,EUR,Acme EU GmbH,paid,NET15,,2026-04-28,2026-05-28,1200-AR,4100-Usage-Rev,ERP
INV-000282,SO-00080,CTR-00099,CUST-0036,2026-05-28,2026-06-12,8663.57,1732.71,10396.28,EUR,Acme EU GmbH,open,NET15,,2026-05-28,2026-06-28,1200-AR,4100-Usage-Rev,ERP
INV-000283,SO-00080,CTR-00099,CUST-0036,2026-06-28,2026-07-13,10341.09,2068.22,12409.31,EUR,Acme EU GmbH,open,NET15,,2026-06-28,2026-07-28,1200-AR,4100-Usage-Rev,ERP
INV-000284,SO-00081,CTR-00100,CUST-0036,2025-12-30,2026-01-14,4158.77,831.75,4990.52,EUR,Acme EU GmbH,paid,NET15,,2025-12-30,2026-01-30,1200-AR,4100-Usage-Rev,ERP
INV-000285,SO-00081,CTR-00100,CUST-0036,2026-01-30,2026-02-14,2893.47,578.69,3472.16,EUR,Acme EU GmbH,paid,NET15,,2026-01-30,2026-02-28,1200-AR,4100-Usage-Rev,ERP
INV-000286,SO-00081,CTR-00100,CUST-0036,2026-02-28,2026-03-15,4082.47,816.49,4898.96,EUR,Acme EU GmbH,open,NET15,,2026-02-28,2026-03-28,1200-AR,4100-Usage-Rev,ERP
INV-000287,SO-00081,CTR-00100,CUST-0036,2026-03-28,2026-04-12,3238.3,647.66,3885.96,EUR,Acme EU GmbH,paid,NET15,,2026-03-28,2026-04-28,1200-AR,4100-Usage-Rev,ERP
INV-000288,SO-00081,CTR-00100,CUST-0036,2026-04-28,2026-05-13,2749.71,549.94,3299.65,EUR,Acme EU GmbH,paid,NET15,,2026-04-28,2026-05-28,1200-AR,4100-Usage-Rev,ERP
INV-000289,SO-00081,CTR-00100,CUST-0036,2026-05-28,2026-06-12,4269.85,853.97,5123.82,EUR,Acme EU GmbH,paid,NET15,,2026-05-28,2026-06-28,1200-AR,4100-Usage-Rev,ERP
INV-000290,SO-00081,CTR-00100,CUST-0036,2026-06-28,2026-07-13,2692.07,538.41,3230.48,EUR,Acme EU GmbH,open,NET15,,2026-06-28,2026-07-28,1200-AR,4100-Usage-Rev,ERP
INV-000291,SO-00082,CTR-00101,CUST-0037,2026-06-30,2026-07-15,1481.48,296.3,1777.78,EUR,Acme EU GmbH,open,NET15,,2026-06-30,2026-07-30,1200-AR,4000-Subscription-Rev,ERP
INV-000292,SO-00083,CTR-00102,CUST-0037,2025-12-30,2026-01-14,12870.37,2574.07,15444.44,EUR,Acme EU GmbH,paid,NET15,,2025-12-30,2026-01-30,1200-AR,4300-Implementation-Rev,ERP
INV-000293,SO-00084,CTR-00103,CUST-0037,2026-02-28,2026-03-15,2885.8,577.16,3462.96,EUR,Acme EU GmbH,paid,NET15,,2026-02-28,2026-03-28,1200-AR,4000-Subscription-Rev,ERP
INV-000294,SO-00084,CTR-00103,CUST-0037,2026-03-28,2026-04-12,2885.8,577.16,3462.96,EUR,Acme EU GmbH,paid,NET15,,2026-03-28,2026-04-28,1200-AR,4000-Subscription-Rev,ERP
INV-000295,SO-00084,CTR-00103,CUST-0037,2026-04-28,2026-05-13,2885.8,577.16,3462.96,EUR,Acme EU GmbH,paid,NET15,,2026-04-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000296,SO-00084,CTR-00103,CUST-0037,2026-05-28,2026-06-12,2885.8,577.16,3462.96,EUR,Acme EU GmbH,paid,NET15,,2026-05-28,2026-06-28,1200-AR,4000-Subscription-Rev,ERP
INV-000297,SO-00084,CTR-00103,CUST-0037,2026-06-28,2026-07-13,2885.8,577.16,3462.96,EUR,Acme EU GmbH,open,NET15,,2026-06-28,2026-07-28,1200-AR,4000-Subscription-Rev,ERP
INV-000298,SO-00085,CTR-00104,CUST-0038,2026-02-28,2026-05-29,1271944.44,254388.89,1526333.33,EUR,Acme EU GmbH,paid,NET90,PO-31756,2026-02-28,2026-03-28,1200-AR,4300-Implementation-Rev,ERP
INV-000299,SO-00086,CTR-00105,CUST-0038,2026-01-30,2026-04-30,2341944.44,468388.89,2810333.33,EUR,Acme EU GmbH,paid,NET90,PO-35293,2026-01-30,2027-01-30,1200-AR,4000-Subscription-Rev,ERP
INV-000300,SO-00087,CTR-00107,CUST-0039,2026-01-30,2026-02-14,16400.0,0.0,16400.0,USD,Acme US Inc,paid,NET15,,2026-01-30,2026-02-28,1200-AR,4200-Services-Rev,ERP
INV-000301,SO-00089,CTR-00109,CUST-0039,2025-12-30,2026-01-14,7200.0,0.0,7200.0,USD,Acme US Inc,paid,NET15,,2025-12-30,2026-01-30,1200-AR,4300-Implementation-Rev,ERP
INV-000302,SO-00090,CTR-00110,CUST-0039,2025-08-30,2025-09-14,9366.67,0.0,9366.67,USD,Acme US Inc,open,NET15,,2025-08-30,2025-09-30,1200-AR,4200-Services-Rev,ERP
INV-000303,SO-00090,CTR-00110,CUST-0039,2025-09-30,2025-10-15,9366.67,0.0,9366.67,USD,Acme US Inc,paid,NET15,,2025-09-30,2025-10-30,1200-AR,4200-Services-Rev,ERP
INV-000304,SO-00090,CTR-00110,CUST-0039,2025-10-30,2025-11-14,9366.67,0.0,9366.67,USD,Acme US Inc,paid,NET15,,2025-10-30,2025-11-30,1200-AR,4200-Services-Rev,ERP
INV-000305,SO-00091,CTR-00111,CUST-0040,2025-11-30,2025-12-30,322636363.64,67753636.36,390390000.0,ARS,Acme Argentina SA,paid,NET30,,2025-11-30,2025-12-30,1200-AR,4300-Implementation-Rev,ERP
INV-000306,SO-00092,CTR-00112,CUST-0040,2025-06-30,2025-07-30,159636363.64,33523636.36,193160000.0,ARS,Acme Argentina SA,paid,NET30,,2025-06-30,2025-07-30,1200-AR,4300-Implementation-Rev,ERP
INV-000307,SO-00093,CTR-00115,CUST-0042,2026-03-30,2026-04-14,8829.61,1765.92,10595.53,EUR,Acme EU GmbH,paid,NET15,,2026-03-30,2026-06-30,1200-AR,4100-Usage-Rev,ERP
INV-000308,SO-00093,CTR-00115,CUST-0042,2026-06-30,2026-07-15,9425.76,1885.15,11310.91,EUR,Acme EU GmbH,open,NET15,,2026-06-30,2026-09-30,1200-AR,4100-Usage-Rev,ERP
INV-000309,SO-00094,CTR-00116,CUST-0043,2025-09-30,2025-11-14,46010.94,9202.19,55213.13,GBP,Acme UK Ltd,open,NET45,PO-90049,2025-09-30,2025-10-30,1200-AR,4100-Usage-Rev,ERP
INV-000310,SO-00094,CTR-00116,CUST-0043,2025-10-30,2025-12-14,68473.67,13694.73,82168.4,GBP,Acme UK Ltd,paid,NET45,PO-90049,2025-10-30,2025-11-30,1200-AR,4100-Usage-Rev,ERP
INV-000311,SO-00094,CTR-00116,CUST-0043,2025-11-30,2026-01-14,43592.21,8718.44,52310.65,GBP,Acme UK Ltd,open,NET45,PO-90049,2025-11-30,2025-12-30,1200-AR,4100-Usage-Rev,ERP
INV-000312,SO-00094,CTR-00116,CUST-0043,2025-12-30,2026-02-13,63939.39,12787.88,76727.27,GBP,Acme UK Ltd,paid,NET45,PO-90049,2025-12-30,2026-01-30,1200-AR,4100-Usage-Rev,ERP
INV-000313,SO-00094,CTR-00116,CUST-0043,2026-01-30,2026-03-16,52946.28,10589.26,63535.54,GBP,Acme UK Ltd,paid,NET45,PO-90049,2026-01-30,2026-02-28,1200-AR,4100-Usage-Rev,ERP
INV-000314,SO-00094,CTR-00116,CUST-0043,2026-02-28,2026-04-14,45951.64,9190.33,55141.97,GBP,Acme UK Ltd,paid,NET45,PO-90049,2026-02-28,2026-03-28,1200-AR,4100-Usage-Rev,ERP
INV-000315,SO-00094,CTR-00116,CUST-0043,2026-03-28,2026-05-12,47319.9,9463.98,56783.88,GBP,Acme UK Ltd,paid,NET45,PO-90049,2026-03-28,2026-04-28,1200-AR,4100-Usage-Rev,ERP
INV-000316,SO-00094,CTR-00116,CUST-0043,2026-04-28,2026-06-12,54383.97,10876.79,65260.76,GBP,Acme UK Ltd,paid,NET45,PO-90049,2026-04-28,2026-05-28,1200-AR,4100-Usage-Rev,ERP
INV-000317,SO-00094,CTR-00116,CUST-0043,2026-05-28,2026-07-12,70982.55,14196.51,85179.06,GBP,Acme UK Ltd,open,NET45,PO-90049,2026-05-28,2026-06-28,1200-AR,4100-Usage-Rev,ERP
INV-000318,SO-00094,CTR-00116,CUST-0043,2026-06-28,2026-08-12,48301.63,9660.33,57961.96,GBP,Acme UK Ltd,open,NET45,PO-90049,2026-06-28,2026-07-28,1200-AR,4100-Usage-Rev,ERP
INV-000319,SO-00095,CTR-00117,CUST-0043,2025-04-30,2025-06-14,119921.26,23984.25,143905.51,GBP,Acme UK Ltd,paid,NET45,PO-64971,2025-04-30,2025-05-30,1200-AR,4300-Implementation-Rev,ERP
INV-000320,SO-00096,CTR-00118,CUST-0044,2026-01-30,2026-03-01,1700.0,0.0,1700.0,USD,Acme US Inc,paid,NET30,,2026-01-30,2026-02-28,1200-AR,4000-Subscription-Rev,ERP
INV-000321,SO-00096,CTR-00118,CUST-0044,2026-02-28,2026-03-30,1700.0,0.0,1700.0,USD,Acme US Inc,paid,NET30,,2026-02-28,2026-03-28,1200-AR,4000-Subscription-Rev,ERP
INV-000322,SO-00096,CTR-00118,CUST-0044,2026-03-28,2026-04-27,1700.0,0.0,1700.0,USD,Acme US Inc,paid,NET30,,2026-03-28,2026-04-28,1200-AR,4000-Subscription-Rev,ERP
INV-000323,SO-00096,CTR-00118,CUST-0044,2026-04-28,2026-05-28,1700.0,0.0,1700.0,USD,Acme US Inc,paid,NET30,,2026-04-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000324,SO-00096,CTR-00118,CUST-0044,2026-05-28,2026-06-27,1700.0,0.0,1700.0,USD,Acme US Inc,paid,NET30,,2026-05-28,2026-06-28,1200-AR,4000-Subscription-Rev,ERP
INV-000325,SO-00096,CTR-00118,CUST-0044,2026-06-28,2026-07-28,1700.0,0.0,1700.0,USD,Acme US Inc,open,NET30,,2026-06-28,2026-07-28,1200-AR,4000-Subscription-Rev,ERP
INV-000326,SO-00097,CTR-00119,CUST-0044,2026-01-30,2026-03-01,1133.33,0.0,1133.33,USD,Acme US Inc,paid,NET30,,2026-01-30,2026-02-28,1200-AR,4000-Subscription-Rev,ERP
INV-000327,SO-00097,CTR-00119,CUST-0044,2026-02-28,2026-03-30,1133.33,0.0,1133.33,USD,Acme US Inc,paid,NET30,,2026-02-28,2026-03-28,1200-AR,4000-Subscription-Rev,ERP
INV-000328,SO-00097,CTR-00119,CUST-0044,2026-03-28,2026-04-27,1133.33,0.0,1133.33,USD,Acme US Inc,paid,NET30,,2026-03-28,2026-04-28,1200-AR,4000-Subscription-Rev,ERP
INV-000329,SO-00097,CTR-00119,CUST-0044,2026-04-28,2026-05-28,1133.33,0.0,1133.33,USD,Acme US Inc,paid,NET30,,2026-04-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000330,SO-00097,CTR-00119,CUST-0044,2026-05-28,2026-06-27,1133.33,0.0,1133.33,USD,Acme US Inc,open,NET30,,2026-05-28,2026-06-28,1200-AR,4000-Subscription-Rev,ERP
INV-000331,SO-00097,CTR-00119,CUST-0044,2026-06-28,2026-07-28,1133.33,0.0,1133.33,USD,Acme US Inc,paid,NET30,,2026-06-28,2026-07-28,1200-AR,4000-Subscription-Rev,ERP
INV-000332,SO-00098,CTR-00120,CUST-0044,2025-07-30,2025-08-29,12100.0,0.0,12100.0,USD,Acme US Inc,paid,NET30,,2025-07-30,2025-08-30,1200-AR,4200-Services-Rev,ERP
INV-000333,SO-00098,CTR-00120,CUST-0044,2025-08-30,2025-09-29,12100.0,0.0,12100.0,USD,Acme US Inc,paid,NET30,,2025-08-30,2025-09-30,1200-AR,4200-Services-Rev,ERP
INV-000334,SO-00099,CTR-00121,CUST-0045,2025-09-30,2025-10-15,110100.0,0.0,110100.0,USD,Acme US Inc,paid,NET15,PO-94907,2025-09-30,2025-12-30,1200-AR,4000-Subscription-Rev,ERP
INV-000335,SO-00099,CTR-00121,CUST-0045,2025-12-30,2026-01-14,110100.0,0.0,110100.0,USD,Acme US Inc,paid,NET15,PO-94907,2025-12-30,2026-03-30,1200-AR,4000-Subscription-Rev,ERP
INV-000336,SO-00099,CTR-00121,CUST-0045,2026-03-30,2026-04-14,110100.0,0.0,110100.0,USD,Acme US Inc,paid,NET15,PO-94907,2026-03-30,2026-06-30,1200-AR,4000-Subscription-Rev,ERP
INV-000337,SO-00099,CTR-00121,CUST-0045,2026-06-30,2026-07-15,110100.0,0.0,110100.0,USD,Acme US Inc,open,NET15,PO-94907,2026-06-30,2026-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000338,SO-00100,CTR-00122,CUST-0045,2026-03-30,2026-04-14,69514.48,0.0,69514.48,USD,Acme US Inc,paid,NET15,PO-99931,2026-03-30,2026-04-30,1200-AR,4100-Usage-Rev,ERP
INV-000339,SO-00100,CTR-00122,CUST-0045,2026-04-30,2026-05-15,60421.58,0.0,60421.58,USD,Acme US Inc,paid,NET15,PO-99931,2026-04-30,2026-05-30,1200-AR,4100-Usage-Rev,ERP
INV-000340,SO-00100,CTR-00122,CUST-0045,2026-05-30,2026-06-14,52179.23,0.0,52179.23,USD,Acme US Inc,paid,NET15,PO-99931,2026-05-30,2026-06-30,1200-AR,4100-Usage-Rev,ERP
INV-000341,SO-00100,CTR-00122,CUST-0045,2026-06-30,2026-07-15,60508.81,0.0,60508.81,USD,Acme US Inc,open,NET15,PO-99931,2026-06-30,2026-07-30,1200-AR,4100-Usage-Rev,ERP
INV-000342,SO-00101,CTR-00123,CUST-0045,2026-01-30,2026-02-14,96955.29,0.0,96955.29,USD,Acme US Inc,paid,NET15,PO-75376,2026-01-30,2026-04-30,1200-AR,4100-Usage-Rev,ERP
INV-000343,SO-00101,CTR-00123,CUST-0045,2026-04-30,2026-05-15,78850.18,0.0,78850.18,USD,Acme US Inc,paid,NET15,PO-75376,2026-04-30,2026-07-30,1200-AR,4100-Usage-Rev,ERP
INV-000344,SO-00102,CTR-00124,CUST-0046,2025-12-30,2026-01-14,179310.34,28689.65,207999.99,MXN,Acme Mexico SA,paid,NET15,,2025-12-30,2026-01-30,1200-AR,4200-Services-Rev,ERP
INV-000345,SO-00103,CTR-00125,CUST-0046,2025-11-30,2025-12-15,368965.52,59034.48,428000.0,MXN,Acme Mexico SA,paid,NET15,,2025-11-30,2025-12-30,1200-AR,4300-Implementation-Rev,ERP
INV-000346,SO-00105,CTR-00128,CUST-0047,2026-03-30,2026-04-29,1025862.07,164137.93,1190000.0,MXN,Acme Mexico SA,paid,NET30,,2026-03-30,2026-04-30,1200-AR,4200-Services-Rev,ERP
INV-000347,SO-00106,CTR-00129,CUST-0047,2026-05-30,2026-06-29,743103.45,118896.55,862000.0,MXN,Acme Mexico SA,paid,NET30,,2026-05-30,2026-06-30,1200-AR,4300-Implementation-Rev,ERP
INV-000348,SO-00107,CTR-00130,CUST-0048,2025-10-30,2025-12-14,40787.4,8157.48,48944.88,GBP,Acme UK Ltd,paid,NET45,,2025-10-30,2025-11-30,1200-AR,4300-Implementation-Rev,ERP
INV-000349,SO-00108,CTR-00131,CUST-0048,2025-09-30,2025-11-14,11508.02,2301.6,13809.62,GBP,Acme UK Ltd,paid,NET45,,2025-09-30,2025-10-30,1200-AR,4100-Usage-Rev,ERP
INV-000350,SO-00108,CTR-00131,CUST-0048,2025-10-30,2025-12-14,8589.55,1717.91,10307.46,GBP,Acme UK Ltd,paid,NET45,,2025-10-30,2025-11-30,1200-AR,4100-Usage-Rev,ERP
INV-000351,SO-00108,CTR-00131,CUST-0048,2025-11-30,2026-01-14,7717.91,1543.58,9261.49,GBP,Acme UK Ltd,paid,NET45,,2025-11-30,2025-12-30,1200-AR,4100-Usage-Rev,ERP
INV-000352,SO-00108,CTR-00131,CUST-0048,2025-12-30,2026-02-13,9638.56,1927.71,11566.27,GBP,Acme UK Ltd,paid,NET45,,2025-12-30,2026-01-30,1200-AR,4100-Usage-Rev,ERP
INV-000353,SO-00108,CTR-00131,CUST-0048,2026-01-30,2026-03-16,7660.28,1532.06,9192.34,GBP,Acme UK Ltd,paid,NET45,,2026-01-30,2026-02-28,1200-AR,4100-Usage-Rev,ERP
INV-000354,SO-00108,CTR-00131,CUST-0048,2026-02-28,2026-04-14,10704.62,2140.92,12845.54,GBP,Acme UK Ltd,paid,NET45,,2026-02-28,2026-03-28,1200-AR,4100-Usage-Rev,ERP
INV-000355,SO-00108,CTR-00131,CUST-0048,2026-03-28,2026-05-12,7407.3,1481.46,8888.76,GBP,Acme UK Ltd,paid,NET45,,2026-03-28,2026-04-28,1200-AR,4100-Usage-Rev,ERP
INV-000356,SO-00108,CTR-00131,CUST-0048,2026-04-28,2026-06-12,10911.3,2182.26,13093.56,GBP,Acme UK Ltd,paid,NET45,,2026-04-28,2026-05-28,1200-AR,4100-Usage-Rev,ERP
INV-000357,SO-00108,CTR-00131,CUST-0048,2026-05-28,2026-07-12,9038.54,1807.71,10846.25,GBP,Acme UK Ltd,open,NET45,,2026-05-28,2026-06-28,1200-AR,4100-Usage-Rev,ERP
INV-000358,SO-00108,CTR-00131,CUST-0048,2026-06-28,2026-08-12,10766.51,2153.3,12919.81,GBP,Acme UK Ltd,open,NET45,,2026-06-28,2026-07-28,1200-AR,4100-Usage-Rev,ERP
INV-000359,SO-00109,CTR-00132,CUST-0048,2026-03-30,2026-05-14,6023.62,1204.72,7228.34,GBP,Acme UK Ltd,paid,NET45,,2026-03-30,2026-04-30,1200-AR,4200-Services-Rev,ERP
INV-000360,SO-00109,CTR-00132,CUST-0048,2026-04-30,2026-06-14,6023.62,1204.72,7228.34,GBP,Acme UK Ltd,paid,NET45,,2026-04-30,2026-05-30,1200-AR,4200-Services-Rev,ERP
INV-000361,SO-00110,CTR-00133,CUST-0048,2025-11-30,2026-01-14,39685.04,7937.01,47622.05,GBP,Acme UK Ltd,paid,NET45,,2025-11-30,2025-12-30,1200-AR,4300-Implementation-Rev,ERP
INV-000362,SO-00111,CTR-00134,CUST-0049,2025-08-30,2025-10-29,2026500.0,344505.0,2371005.0,BRL,Acme Brasil Ltda,paid,NET60,PO-76616,2025-08-30,2025-09-30,1200-AR,4200-Services-Rev,ERP
INV-000363,SO-00112,CTR-00135,CUST-0049,2025-10-30,2025-12-29,3683000.0,626110.0,4309110.0,BRL,Acme Brasil Ltda,paid,NET60,PO-74757,2025-10-30,2026-10-30,1200-AR,4000-Subscription-Rev,ERP
INV-000364,SO-00113,CTR-00137,CUST-0049,2025-09-30,2025-11-29,123166.67,20938.33,144105.0,BRL,Acme Brasil Ltda,paid,NET60,PO-22782,2025-09-30,2025-10-30,1200-AR,4000-Subscription-Rev,ERP
INV-000365,SO-00113,CTR-00137,CUST-0049,2025-10-30,2025-12-29,123166.67,20938.33,144105.0,BRL,Acme Brasil Ltda,paid,NET60,PO-22782,2025-10-30,2025-11-30,1200-AR,4000-Subscription-Rev,ERP
INV-000366,SO-00113,CTR-00137,CUST-0049,2025-11-30,2026-01-29,123166.67,20938.33,144105.0,BRL,Acme Brasil Ltda,paid,NET60,PO-22782,2025-11-30,2025-12-30,1200-AR,4000-Subscription-Rev,ERP
INV-000367,SO-00113,CTR-00137,CUST-0049,2025-12-30,2026-02-28,123166.67,20938.33,144105.0,BRL,Acme Brasil Ltda,paid,NET60,PO-22782,2025-12-30,2026-01-30,1200-AR,4000-Subscription-Rev,ERP
INV-000368,SO-00113,CTR-00137,CUST-0049,2026-01-30,2026-03-31,123166.67,20938.33,144105.0,BRL,Acme Brasil Ltda,paid,NET60,PO-22782,2026-01-30,2026-02-28,1200-AR,4000-Subscription-Rev,ERP
INV-000369,SO-00113,CTR-00137,CUST-0049,2026-02-28,2026-04-29,123166.67,20938.33,144105.0,BRL,Acme Brasil Ltda,paid,NET60,PO-22782,2026-02-28,2026-03-28,1200-AR,4000-Subscription-Rev,ERP
INV-000370,SO-00113,CTR-00137,CUST-0049,2026-03-28,2026-05-27,123166.67,20938.33,144105.0,BRL,Acme Brasil Ltda,paid,NET60,PO-22782,2026-03-28,2026-04-28,1200-AR,4000-Subscription-Rev,ERP
